2022-01-26T07-35-52,01053,"V01 631 Northampton, MA",01/24/2022 12:00:00 AM,,20,,
2022-01-27T14-49-32,01053,"V01 631 Northampton, MA",01/24/2022 12:00:00 AM,,20,,
2022-01-28T09-28-02,01053,"V01 631 Northampton, MA",01/24/2022 12:00:00 AM,,20,,
2022-01-28T13-55-27,01053,"V01 631 Northampton, MA",01/24/2022 12:00:00 AM,,20,,
2022-01-28T14-38-48,01053,"V01 631 Northampton, MA",01/24/2022 12:00:00 AM,,20,,
2022-01-28T15-43-02,01053,"V01 631 Northampton, MA",01/24/2022 12:00:00 AM,,20,,
2022-01-28T17-11-19,01053,"V01 631 Northampton, MA",01/24/2022 12:00:00 AM,,40,,
2022-02-01T09-23-15,01053,"V01 631 Northampton, MA",01/24/2022 12:00:00 AM,01/27/2022 12:00:00 AM,40,,
2022-02-02T09-09-05,01053,"V01 631 Northampton, MA",01/24/2022 12:00:00 AM,01/27/2022 12:00:00 AM,20,,
2022-02-04T09-14-55,01053,"V01 631 Northampton, MA",01/24/2022 12:00:00 AM,01/27/2022 12:00:00 AM,20,,
2022-02-07T09-54-34,01053,"V01 631 Northampton, MA",01/24/2022 12:00:00 AM,01/27/2022 12:00:00 AM,20,,
2022-02-09T09-41-46,01053,"V01 631 Northampton, MA",01/24/2022 12:00:00 AM,01/27/2022 12:00:00 AM,20,,
2022-02-16T18-37-01,01053,"V01 631 Northampton, MA",01/24/2022 12:00:00 AM,01/27/2022 12:00:00 AM,20,,
2022-02-18T15-54-16,01053,"V01 631 Northampton, MA",01/24/2022 12:00:00 AM,01/27/2022 12:00:00 AM,20,,
2022-02-18T16-04-21,01053,"V01 631 Northampton, MA",01/24/2022 12:00:00 AM,01/27/2022 12:00:00 AM,20,,
