2022-03-08T14-40-56,02720,CHARLTON MEMORIAL HOSPITAL,02/17/2022 12:00:00 AM,02/18/2022 12:00:00 AM,30,,
2022-03-08T14-40-56,02720,Gothams - Fall River,02/24/2022 12:00:00 AM,02/25/2022 12:00:00 AM,78,,
