2022-03-08T14-40-56,18640,Walgreens Store #12669,02/24/2022 12:00:00 AM,02/28/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,18640,Walgreens Store #12669,NLP,NLP,NLP,20,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,18640,Walgreens Store #12669,NLP,NLP,NLP,20,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,18640,Walgreens Store #12669,NLP,NLP,NLP,20,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,18640,Walgreens Store #12669,NLP,NLP,NLP,20,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,18640,Walgreens Store #12669,NLP,NLP,NLP,20,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,18640,Walgreens Store #12669,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-19T11-58-02,18640,Walgreens Store #12669,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-20T06-05-37,18640,Walgreens Store #12669,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-21T06-11-50,18640,Walgreens Store #12669,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-21T14-18-38,18640,Walgreens Store #12669,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-21T16-35-27,18640,Walgreens Store #12669,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-22T09-16-18,18640,Walgreens Store #12669,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-23T08-41-43,18640,Walgreens Store #12669,NLP,NLP,NLP,20,03/22/2022 12:00:00 AM
2022-03-23T08-41-43,18640,Rite Aid 01371,NLP,NLP,NLP,20,03/22/2022 12:00:00 AM
2022-03-23T08-41-43,18640,Rite Aid 11075,NLP,NLP,NLP,20,03/22/2022 12:00:00 AM
2022-03-23T08-41-43,18640,CVS Store #02729,NLP,NLP,NLP,20,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,18640,Walgreens Store #12669,NLP,NLP,NLP,20,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,18640,Rite Aid 01371,NLP,NLP,NLP,20,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,18640,Rite Aid 11075,NLP,NLP,NLP,20,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,18640,CVS Store #02729,NLP,NLP,NLP,20,03/22/2022 12:00:00 AM
