2022-03-08T14-40-56,07675,Walgreens Store #19523,02/28/2022 12:00:00 AM,03/02/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,07675,Walgreens Store #19523,NLP,NLP,NLP,18,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,07675,Walgreens Store #19523,NLP,NLP,NLP,18,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,07675,Walgreens Store #19523,NLP,NLP,NLP,18,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,07675,Walgreens Store #19523,NLP,NLP,NLP,16,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,07675,Walgreens Store #19523,NLP,NLP,NLP,16,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,07675,Walgreens Store #19523,NLP,NLP,NLP,16,03/18/2022 12:00:00 AM
2022-03-19T11-58-02,07675,Walgreens Store #19523,NLP,NLP,NLP,16,03/18/2022 12:00:00 AM
2022-03-20T06-05-37,07675,Walgreens Store #19523,NLP,NLP,NLP,16,03/18/2022 12:00:00 AM
2022-03-21T06-11-50,07675,Walgreens Store #19523,NLP,NLP,NLP,16,03/18/2022 12:00:00 AM
2022-03-21T14-18-38,07675,Walgreens Store #19523,NLP,NLP,NLP,16,03/18/2022 12:00:00 AM
2022-03-21T16-35-27,07675,Walgreens Store #19523,NLP,NLP,NLP,16,03/18/2022 12:00:00 AM
2022-03-22T09-16-18,07675,Walgreens Store #19523,NLP,NLP,NLP,16,03/18/2022 12:00:00 AM
2022-03-23T08-41-43,07675,Walgreens Store #19523,NLP,NLP,NLP,13,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,07675,Walgreens Store #19523,NLP,NLP,NLP,13,03/22/2022 12:00:00 AM
2022-03-24T13-46-29,07675,Walgreens Store #19523,NLP,NLP,NLP,13,03/23/2022 12:00:00 AM
2022-03-25T08-10-53,07675,Walgreens Store #19523,NLP,NLP,NLP,11,03/24/2022 12:00:00 AM
2022-03-26T06-57-27,07675,Walgreens Store #19523,NLP,NLP,NLP,11,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,07675,Walgreens Store #19523,NLP,NLP,NLP,11,03/25/2022 12:00:00 AM
2022-03-27T06-25-27,07675,Walgreens Store #19523,NLP,NLP,NLP,11,03/25/2022 12:00:00 AM
2022-03-28T06-21-17,07675,Walgreens Store #19523,NLP,NLP,NLP,11,03/25/2022 12:00:00 AM
2022-03-29T08-50-48,07675,Walgreens Store #19523,NLP,NLP,NLP,11,03/28/2022 12:00:00 AM
2022-03-30T09-27-07,07675,Walgreens Store #19523,NLP,NLP,NLP,11,03/29/2022 12:00:00 AM
2022-03-31T08-53-07,07675,Walgreens Store #19523,NLP,NLP,NLP,10,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,07675,Walgreens Store #19523,NLP,NLP,NLP,10,03/30/2022 12:00:00 AM
2022-04-01T06-54-45,07675,Walgreens Store #19523,NLP,NLP,NLP,10,03/31/2022 12:00:00 AM
2022-04-02T06-05-59,07675,Walgreens Store #19523,NLP,NLP,NLP,6,04/01/2022 12:00:00 AM
2022-04-03T05-51-54,07675,Walgreens Store #19523,NLP,NLP,NLP,6,04/01/2022 12:00:00 AM
2022-04-04T05-38-24,07675,Walgreens Store #19523,NLP,NLP,NLP,6,04/01/2022 12:00:00 AM
2022-04-05T05-48-33,07675,Walgreens Store #19523,NLP,NLP,NLP,6,04/04/2022 12:00:00 AM
2022-04-06T05-45-18,07675,Walgreens Store #19523,NLP,NLP,NLP,6,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,07675,CVS Store #00320,NLP,NLP,NLP,19,04/05/2022 12:00:00 AM
2022-04-07T05-34-07,07675,Walgreens Store #19523,NLP,NLP,NLP,5,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,07675,CVS Store #00320,NLP,NLP,NLP,18,04/06/2022 12:00:00 AM
2022-04-08T05-48-29,07675,Walgreens Store #19523,NLP,NLP,NLP,5,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,07675,CVS Store #00320,NLP,NLP,NLP,16,04/07/2022 12:00:00 AM
2022-04-09T05-41-09,07675,Walgreens Store #19523,NLP,NLP,NLP,3,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,07675,CVS Store #00320,NLP,NLP,NLP,14,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,07675,Walgreens Store #19523,NLP,NLP,NLP,3,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,07675,CVS Store #00320,NLP,NLP,NLP,14,04/08/2022 12:00:00 AM
2022-04-11T07-06-23,07675,Walgreens Store #19523,NLP,NLP,NLP,3,04/08/2022 12:00:00 AM
2022-04-11T07-06-23,07675,CVS Store #00320,NLP,NLP,NLP,14,04/08/2022 12:00:00 AM
2022-04-12T07-06-55,07675,CVS Store #00320,NLP,NLP,NLP,12,04/11/2022 12:00:00 AM
2022-04-13T09-20-57,07675,CVS Store #00320,NLP,NLP,NLP,9,04/12/2022 12:00:00 AM
2022-04-13T11-55-39,07675,CVS Store #00320,NLP,NLP,NLP,9,04/12/2022 12:00:00 AM
2022-04-14T09-18-06,07675,CVS Store #00320,NLP,NLP,NLP,8,04/13/2022 12:00:00 AM
2022-04-15T06-03-51,07675,CVS Store #00320,NLP,NLP,NLP,5,04/14/2022 12:00:00 AM
2022-04-16T05-33-42,07675,CVS Store #00320,NLP,NLP,NLP,2,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,07675,CVS Store #00320,NLP,NLP,NLP,2,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,07675,CVS Store #00320,NLP,NLP,NLP,2,04/15/2022 12:00:00 AM
2022-04-19T05-39-24,07675,Walgreens Store #19523,NLP,NLP,NLP,19,04/18/2022 12:00:00 AM
2022-04-20T05-27-37,07675,Walgreens Store #19523,NLP,NLP,NLP,19,04/18/2022 12:00:00 AM
