2021-12-28T13-50-20,16127,Rite Aid 03447,12/24/2021 12:00:00 AM,,,,
2021-12-28T15-07-00,16127,Rite Aid 03447,12/24/2021 12:00:00 AM,,,,
2021-12-29T09-02-14,16127,Rite Aid 03447,12/24/2021 12:00:00 AM,,,,
2021-12-30T09-20-52,16127,Rite Aid 03447,12/24/2021 12:00:00 AM,12/27/2021 12:00:00 AM,,,
2022-01-03T16-32-58,16127,Rite Aid 03447,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,,
2022-01-04T16-56-44,16127,Rite Aid 03447,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,,
2022-01-04T18-34-57,16127,Rite Aid 03447,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,,
2022-01-05T18-07-41,16127,Rite Aid 03447,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,60,01/05/2022 12:00:00 AM
2022-01-07T08-09-36,16127,Rite Aid 03447,12/24/2021 12:00:00 AM,,60,57,01/06/2022 12:00:00 AM
2022-01-10T10-10-35,16127,Rite Aid 03447,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,52,01/07/2022 12:00:00 AM
2022-01-11T08-35-31,16127,Rite Aid 03447,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,51,01/10/2022 12:00:00 AM
2022-01-12T08-07-48,16127,Rite Aid 03447,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,51,01/11/2022 12:00:00 AM
2022-01-13T10-07-11,16127,Rite Aid 03447,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,60,48,01/12/2022 12:00:00 AM
2022-01-14T15-37-26,16127,Rite Aid 03447,01/13/2022 12:00:00 AM,,100,41,01/14/2022 12:00:00 AM
2022-01-19T08-05-28,16127,Rite Aid 03447,01/13/2022 12:00:00 AM,01/17/2022 12:00:00 AM,100,75,01/18/2022 12:00:00 AM
2022-01-21T18-08-01,16127,Rite Aid 03447,01/13/2022 12:00:00 AM,12/29/2021 12:00:00 AM,100,73,01/20/2022 12:00:00 AM
2022-01-24T09-15-30,16127,Rite Aid 03447,01/13/2022 12:00:00 AM,12/29/2021 12:00:00 AM,100,71,01/21/2022 12:00:00 AM
2022-01-25T09-23-26,16127,Rite Aid 03447,01/13/2022 12:00:00 AM,01/17/2022 12:00:00 AM,140,70,01/24/2022 12:00:00 AM
2022-01-26T07-35-52,16127,Rite Aid 03447,01/13/2022 12:00:00 AM,01/17/2022 12:00:00 AM,140,69,01/25/2022 12:00:00 AM
2022-01-27T14-49-32,16127,Rite Aid 03447,01/13/2022 12:00:00 AM,01/17/2022 12:00:00 AM,140,68,01/26/2022 12:00:00 AM
2022-01-28T09-28-02,16127,Rite Aid 03447,01/13/2022 12:00:00 AM,01/17/2022 12:00:00 AM,140,68,01/27/2022 12:00:00 AM
2022-01-28T13-55-27,16127,Rite Aid 03447,01/13/2022 12:00:00 AM,01/17/2022 12:00:00 AM,140,68,01/27/2022 12:00:00 AM
2022-01-28T14-38-48,16127,Rite Aid 03447,01/13/2022 12:00:00 AM,01/17/2022 12:00:00 AM,140,68,01/27/2022 12:00:00 AM
2022-01-28T15-43-02,16127,Rite Aid 03447,01/13/2022 12:00:00 AM,01/17/2022 12:00:00 AM,140,68,01/27/2022 12:00:00 AM
2022-01-28T17-11-19,16127,Rite Aid 03447,01/13/2022 12:00:00 AM,01/17/2022 12:00:00 AM,140,65,01/28/2022 12:00:00 AM
