2022-03-08T14-40-56,08872,Walgreens Store #13720,02/28/2022 12:00:00 AM,03/02/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,08872,Walgreens Store #13720,NLP,NLP,NLP,40,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,08872,Walgreens Store #13720,NLP,NLP,NLP,40,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,08872,Walgreens Store #13720,NLP,NLP,NLP,40,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,08872,Walgreens Store #13720,NLP,NLP,NLP,40,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,08872,Walgreens Store #13720,NLP,NLP,NLP,40,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,08872,Walgreens Store #13720,NLP,NLP,NLP,40,03/18/2022 12:00:00 AM
2022-03-19T11-58-02,08872,Walgreens Store #13720,NLP,NLP,NLP,40,03/18/2022 12:00:00 AM
2022-03-20T06-05-37,08872,Walgreens Store #13720,NLP,NLP,NLP,40,03/18/2022 12:00:00 AM
2022-03-21T06-11-50,08872,Walgreens Store #13720,NLP,NLP,NLP,40,03/18/2022 12:00:00 AM
2022-03-21T14-18-38,08872,Walgreens Store #13720,NLP,NLP,NLP,40,03/18/2022 12:00:00 AM
2022-03-21T16-35-27,08872,Walgreens Store #13720,NLP,NLP,NLP,40,03/18/2022 12:00:00 AM
2022-03-22T09-16-18,08872,Walgreens Store #13720,NLP,NLP,NLP,40,03/18/2022 12:00:00 AM
2022-03-26T06-57-27,08872,Walgreens Store #13720,NLP,NLP,NLP,19,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,08872,Walgreens Store #13720,NLP,NLP,NLP,19,03/25/2022 12:00:00 AM
2022-03-27T06-25-27,08872,Walgreens Store #13720,NLP,NLP,NLP,19,03/25/2022 12:00:00 AM
2022-03-28T06-21-17,08872,Walgreens Store #13720,NLP,NLP,NLP,19,03/25/2022 12:00:00 AM
2022-03-29T08-50-48,08872,Walgreens Store #13720,NLP,NLP,NLP,19,03/28/2022 12:00:00 AM
2022-03-30T09-27-07,08872,Walgreens Store #13720,NLP,NLP,NLP,19,03/29/2022 12:00:00 AM
2022-03-31T08-53-07,08872,Walgreens Store #13720,NLP,NLP,NLP,19,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,08872,Walgreens Store #13720,NLP,NLP,NLP,19,03/30/2022 12:00:00 AM
2022-04-01T06-54-45,08872,Walgreens Store #13720,NLP,NLP,NLP,19,03/31/2022 12:00:00 AM
2022-04-02T06-05-59,08872,Walgreens Store #13720,NLP,NLP,NLP,19,04/01/2022 12:00:00 AM
2022-04-03T05-51-54,08872,Walgreens Store #13720,NLP,NLP,NLP,19,04/01/2022 12:00:00 AM
2022-04-04T05-38-24,08872,Walgreens Store #13720,NLP,NLP,NLP,19,04/01/2022 12:00:00 AM
2022-04-05T05-48-33,08872,Walgreens Store #13720,NLP,NLP,NLP,19,04/04/2022 12:00:00 AM
2022-04-06T05-45-18,08872,Walgreens Store #13720,NLP,NLP,NLP,20,04/05/2022 12:00:00 AM
2022-04-07T05-34-07,08872,Walgreens Store #13720,NLP,NLP,NLP,20,04/06/2022 12:00:00 AM
2022-04-08T05-48-29,08872,Walgreens Store #13720,NLP,NLP,NLP,20,04/07/2022 12:00:00 AM
2022-04-09T05-41-09,08872,Walgreens Store #13720,NLP,NLP,NLP,19,04/08/2022 12:00:00 AM
