2022-05-17T05-27-38,74128,Walgreens Store #15770,NLP,NLP,NLP,19,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,74128,WALGREENS STORE #15770,NLP,NLP,NLP,19,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/19/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,74128,WALGREENS STORE #15770,NLP,NLP,NLP,39,05/23/2022 12:00:00 AM
