2022-03-08T14-40-56,29627,Ingles Markets Inc,03/03/2022 12:00:00 AM,03/07/2022 12:00:00 AM,20,,
2022-03-16T18-51-35,29627,Ingles Markets Inc,NLP,NLP,NLP,19,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,29627,Ingles Markets Inc,NLP,NLP,NLP,19,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,29627,Ingles Markets Inc,NLP,NLP,NLP,19,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,29627,Ingles Markets Inc,NLP,NLP,NLP,19,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,29627,Ingles Markets Inc,NLP,NLP,NLP,19,03/17/2022 12:00:00 AM
