2022-03-08T14-40-56,92866,Walgreens Store #10336,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,40,03/08/2022 12:00:00 AM
2022-03-25T08-10-53,92866,Walgreens Store #10336,NLP,NLP,NLP,199,03/24/2022 12:00:00 AM
2022-03-26T06-57-27,92866,Walgreens Store #10336,NLP,NLP,NLP,199,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,92866,Walgreens Store #10336,NLP,NLP,NLP,199,03/25/2022 12:00:00 AM
2022-03-27T06-25-27,92866,Walgreens Store #10336,NLP,NLP,NLP,199,03/25/2022 12:00:00 AM
2022-03-28T06-21-17,92866,Walgreens Store #10336,NLP,NLP,NLP,199,03/25/2022 12:00:00 AM
2022-03-29T08-50-48,92866,Walgreens Store #10336,NLP,NLP,NLP,199,03/28/2022 12:00:00 AM
2022-03-30T09-27-07,92866,Walgreens Store #10336,NLP,NLP,NLP,199,03/29/2022 12:00:00 AM
2022-03-31T08-53-07,92866,Walgreens Store #10336,NLP,NLP,NLP,199,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,92866,Walgreens Store #10336,NLP,NLP,NLP,199,03/30/2022 12:00:00 AM
2022-04-01T06-54-45,92866,Walgreens Store #10336,NLP,NLP,NLP,199,03/31/2022 12:00:00 AM
2022-04-02T06-05-59,92866,Walgreens Store #10336,NLP,NLP,NLP,199,04/01/2022 12:00:00 AM
2022-04-03T05-51-54,92866,Walgreens Store #10336,NLP,NLP,NLP,199,04/01/2022 12:00:00 AM
2022-04-04T05-38-24,92866,Walgreens Store #10336,NLP,NLP,NLP,199,04/01/2022 12:00:00 AM
2022-04-05T05-48-33,92866,Walgreens Store #10336,NLP,NLP,NLP,199,04/04/2022 12:00:00 AM
2022-04-06T05-45-18,92866,Walgreens Store #10336,NLP,NLP,NLP,199,04/05/2022 12:00:00 AM
2022-04-07T05-34-07,92866,Walgreens Store #10336,NLP,NLP,NLP,199,04/06/2022 12:00:00 AM
2022-04-08T05-48-29,92866,Walgreens Store #10336,NLP,NLP,NLP,199,04/07/2022 12:00:00 AM
2022-04-09T05-41-09,92866,Walgreens Store #10336,NLP,NLP,NLP,198,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,92866,Walgreens Store #10336,NLP,NLP,NLP,198,04/08/2022 12:00:00 AM
2022-04-11T07-06-23,92866,Walgreens Store #10336,NLP,NLP,NLP,198,04/08/2022 12:00:00 AM
2022-04-12T07-06-55,92866,Walgreens Store #10336,NLP,NLP,NLP,198,04/11/2022 12:00:00 AM
2022-04-13T09-20-57,92866,Walgreens Store #10336,NLP,NLP,NLP,198,04/12/2022 12:00:00 AM
2022-04-13T11-55-39,92866,Walgreens Store #10336,NLP,NLP,NLP,198,04/12/2022 12:00:00 AM
2022-04-14T09-18-06,92866,Walgreens Store #10336,NLP,NLP,NLP,197,04/13/2022 12:00:00 AM
2022-04-15T06-03-51,92866,Walgreens Store #10336,NLP,NLP,NLP,197,04/14/2022 12:00:00 AM
2022-04-16T05-33-42,92866,Walgreens Store #10336,NLP,NLP,NLP,197,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,92866,Walgreens Store #10336,NLP,NLP,NLP,197,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,92866,Walgreens Store #10336,NLP,NLP,NLP,197,04/15/2022 12:00:00 AM
2022-04-19T05-39-24,92866,Walgreens Store #10336,NLP,NLP,NLP,197,04/18/2022 12:00:00 AM
2022-04-20T05-27-37,92866,Walgreens Store #10336,NLP,NLP,NLP,197,04/18/2022 12:00:00 AM
2022-04-21T05-29-54,92866,Walgreens Store #10336,NLP,NLP,NLP,197,04/20/2022 12:00:00 AM
2022-04-22T05-26-18,92866,Walgreens Store #10336,NLP,NLP,NLP,197,04/21/2022 12:00:00 AM
2022-04-23T05-25-10,92866,Walgreens Store #10336,NLP,NLP,NLP,197,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,92866,Walgreens Store #10336,NLP,NLP,NLP,197,04/22/2022 12:00:00 AM
2022-04-25T05-22-33,92866,Walgreens Store #10336,NLP,NLP,NLP,197,04/22/2022 12:00:00 AM
2022-04-26T05-20-54,92866,Walgreens Store #10336,NLP,NLP,NLP,196,04/25/2022 12:00:00 AM
2022-04-27T05-23-49,92866,Walgreens Store #10336,NLP,NLP,NLP,196,04/26/2022 12:00:00 AM
2022-04-28T09-22-45,92866,Walgreens Store #10336,NLP,NLP,NLP,190,04/27/2022 12:00:00 AM
2022-04-29T05-13-54,92866,Walgreens Store #10336,NLP,NLP,NLP,183,04/28/2022 12:00:00 AM
2022-04-30T05-15-55,92866,Walgreens Store #10336,NLP,NLP,NLP,178,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,92866,Walgreens Store #10336,NLP,NLP,NLP,178,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,92866,Walgreens Store #10336,NLP,NLP,NLP,178,04/29/2022 12:00:00 AM
2022-05-03T06-05-23,92866,Walgreens Store #10336,NLP,NLP,NLP,178,04/29/2022 12:00:00 AM
