2022-03-08T14-40-56,60190,Walgreens Store #06518,02/24/2022 12:00:00 AM,02/28/2022 12:00:00 AM,20,39,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,60190,Walgreens Store #06518,NLP,NLP,NLP,18,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,60190,Walgreens Store #06518,NLP,NLP,NLP,18,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,60190,Walgreens Store #06518,NLP,NLP,NLP,18,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,60190,Walgreens Store #06518,NLP,NLP,NLP,17,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,60190,Walgreens Store #06518,NLP,NLP,NLP,17,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,60190,Walgreens Store #06518,NLP,NLP,NLP,17,03/18/2022 12:00:00 AM
2022-03-19T11-58-02,60190,Walgreens Store #06518,NLP,NLP,NLP,17,03/18/2022 12:00:00 AM
2022-03-20T06-05-37,60190,Walgreens Store #06518,NLP,NLP,NLP,17,03/18/2022 12:00:00 AM
2022-03-21T06-11-50,60190,Walgreens Store #06518,NLP,NLP,NLP,17,03/18/2022 12:00:00 AM
2022-03-21T14-18-38,60190,Walgreens Store #06518,NLP,NLP,NLP,17,03/18/2022 12:00:00 AM
2022-03-21T16-35-27,60190,Walgreens Store #06518,NLP,NLP,NLP,17,03/18/2022 12:00:00 AM
2022-03-22T09-16-18,60190,Walgreens Store #06518,NLP,NLP,NLP,17,03/18/2022 12:00:00 AM
2022-03-23T08-41-43,60190,Walgreens Store #06518,NLP,NLP,NLP,16,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,60190,Walgreens Store #06518,NLP,NLP,NLP,16,03/22/2022 12:00:00 AM
2022-03-24T13-46-29,60190,Walgreens Store #06518,NLP,NLP,NLP,16,03/23/2022 12:00:00 AM
2022-03-25T08-10-53,60190,Walgreens Store #06518,NLP,NLP,NLP,16,03/24/2022 12:00:00 AM
2022-03-26T06-57-27,60190,Walgreens Store #06518,NLP,NLP,NLP,16,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,60190,Walgreens Store #06518,NLP,NLP,NLP,16,03/25/2022 12:00:00 AM
2022-03-27T06-25-27,60190,Walgreens Store #06518,NLP,NLP,NLP,16,03/25/2022 12:00:00 AM
2022-03-28T06-21-17,60190,Walgreens Store #06518,NLP,NLP,NLP,16,03/25/2022 12:00:00 AM
2022-03-29T08-50-48,60190,Walgreens Store #06518,NLP,NLP,NLP,16,03/28/2022 12:00:00 AM
2022-03-30T09-27-07,60190,Walgreens Store #06518,NLP,NLP,NLP,16,03/29/2022 12:00:00 AM
2022-03-31T08-53-07,60190,Walgreens Store #06518,NLP,NLP,NLP,16,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,60190,Walgreens Store #06518,NLP,NLP,NLP,16,03/30/2022 12:00:00 AM
