2022-02-18T16-04-21,07461,Walgreens Store #19020,02/17/2022 12:00:00 AM,,20,0,02/18/2022 12:00:00 AM
2022-03-08T14-40-56,07461,Walgreens Store #19020,02/28/2022 12:00:00 AM,03/02/2022 12:00:00 AM,40,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,07461,Walgreens Store #19020,NLP,NLP,NLP,20,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,07461,Walgreens Store #19020,NLP,NLP,NLP,20,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,07461,Walgreens Store #19020,NLP,NLP,NLP,20,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,07461,Walgreens Store #19020,NLP,NLP,NLP,20,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,07461,Walgreens Store #19020,NLP,NLP,NLP,20,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,07461,Walgreens Store #19020,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
