2022-03-08T14-40-56,33434,Walgreens Store #15248,02/28/2022 12:00:00 AM,03/02/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,33434,Walgreens Store #15248,NLP,NLP,NLP,19,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,33434,Walgreens Store #15248,NLP,NLP,NLP,19,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,33434,Walgreens Store #15248,NLP,NLP,NLP,19,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,33434,Walgreens Store #15248,NLP,NLP,NLP,16,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,33434,Walgreens Store #15248,NLP,NLP,NLP,16,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,33434,Walgreens Store #15248,NLP,NLP,NLP,16,03/18/2022 12:00:00 AM
2022-03-19T11-58-02,33434,Walgreens Store #15248,NLP,NLP,NLP,16,03/18/2022 12:00:00 AM
2022-03-20T06-05-37,33434,Walgreens Store #15248,NLP,NLP,NLP,16,03/18/2022 12:00:00 AM
2022-03-21T06-11-50,33434,Walgreens Store #15248,NLP,NLP,NLP,16,03/18/2022 12:00:00 AM
2022-03-21T14-18-38,33434,Walgreens Store #15248,NLP,NLP,NLP,16,03/18/2022 12:00:00 AM
2022-03-21T16-35-27,33434,Walgreens Store #15248,NLP,NLP,NLP,16,03/18/2022 12:00:00 AM
2022-03-22T09-16-18,33434,Walgreens Store #15248,NLP,NLP,NLP,16,03/18/2022 12:00:00 AM
2022-03-23T08-41-43,33434,Walgreens Store #15248,NLP,NLP,NLP,13,03/22/2022 12:00:00 AM
2022-03-24T07-49-11,33434,Walgreens Store #15248,NLP,NLP,NLP,13,03/22/2022 12:00:00 AM
2022-03-24T13-46-29,33434,Walgreens Store #15248,NLP,NLP,NLP,13,03/23/2022 12:00:00 AM
2022-03-25T08-10-53,33434,Walgreens Store #15248,NLP,NLP,NLP,13,03/24/2022 12:00:00 AM
2022-03-26T06-57-27,33434,Walgreens Store #15248,NLP,NLP,NLP,13,03/25/2022 12:00:00 AM
2022-03-26T12-42-50,33434,Walgreens Store #15248,NLP,NLP,NLP,13,03/25/2022 12:00:00 AM
2022-03-27T06-25-27,33434,Walgreens Store #15248,NLP,NLP,NLP,13,03/25/2022 12:00:00 AM
2022-03-28T06-21-17,33434,Walgreens Store #15248,NLP,NLP,NLP,13,03/25/2022 12:00:00 AM
2022-03-29T08-50-48,33434,Walgreens Store #15248,NLP,NLP,NLP,10,03/28/2022 12:00:00 AM
2022-03-30T09-27-07,33434,Walgreens Store #15248,NLP,NLP,NLP,10,03/29/2022 12:00:00 AM
2022-03-31T08-53-07,33434,Walgreens Store #15248,NLP,NLP,NLP,10,03/30/2022 12:00:00 AM
2022-03-31T15-09-22,33434,Walgreens Store #15248,NLP,NLP,NLP,10,03/30/2022 12:00:00 AM
2022-04-01T06-54-45,33434,Walgreens Store #15248,NLP,NLP,NLP,9,03/31/2022 12:00:00 AM
2022-04-02T06-05-59,33434,Walgreens Store #15248,NLP,NLP,NLP,6,04/01/2022 12:00:00 AM
2022-04-03T05-51-54,33434,Walgreens Store #15248,NLP,NLP,NLP,6,04/01/2022 12:00:00 AM
2022-04-04T05-38-24,33434,Walgreens Store #15248,NLP,NLP,NLP,6,04/01/2022 12:00:00 AM
2022-04-05T05-48-33,33434,Walgreens Store #15248,NLP,NLP,NLP,4,04/04/2022 12:00:00 AM
2022-04-06T05-45-18,33434,Walgreens Store #15248,NLP,NLP,NLP,1,04/05/2022 12:00:00 AM
2022-04-15T06-03-51,33434,Walgreens Store #15248,NLP,NLP,NLP,37,04/14/2022 12:00:00 AM
2022-04-16T05-33-42,33434,Walgreens Store #15248,NLP,NLP,NLP,9,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,33434,Walgreens Store #15248,NLP,NLP,NLP,9,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,33434,Walgreens Store #15248,NLP,NLP,NLP,9,04/15/2022 12:00:00 AM
2022-04-28T09-22-45,33434,Walgreens Store #15248,NLP,NLP,NLP,10,04/27/2022 12:00:00 AM
2022-04-29T05-13-54,33434,Walgreens Store #15248,NLP,NLP,NLP,9,04/28/2022 12:00:00 AM
2022-04-30T05-15-55,33434,CVS Store #05111,NLP,NLP,NLP,18,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,33434,Walgreens Store #15248,NLP,NLP,NLP,8,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,33434,CVS Store #05111,NLP,NLP,NLP,18,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,33434,Walgreens Store #15248,NLP,NLP,NLP,8,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,33434,CVS Store #05111,NLP,NLP,NLP,18,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,33434,Walgreens Store #15248,NLP,NLP,NLP,8,04/29/2022 12:00:00 AM
2022-05-03T06-05-23,33434,CVS Store #05111,NLP,NLP,NLP,12,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,33434,Walgreens Store #15248,NLP,NLP,NLP,8,04/29/2022 12:00:00 AM
2022-05-04T05-12-02,33434,CVS Store #05111,NLP,NLP,NLP,10,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,33434,Walgreens Store #15248,NLP,NLP,NLP,8,04/29/2022 12:00:00 AM
2022-05-05T09-49-47,33434,CVS Store #05111,NLP,NLP,NLP,4,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,33434,Walgreens Store #15248,NLP,NLP,NLP,8,04/29/2022 12:00:00 AM
2022-05-06T06-12-41,33434,Walgreens Store #15248,NLP,NLP,NLP,18,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,33434,Walgreens Store #15248,NLP,NLP,NLP,18,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,33434,CVS Store #05111,NLP,NLP,NLP,5,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,33434,CVS Store #05111,NLP,NLP,NLP,5,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,33434,Walgreens Store #15248,NLP,NLP,NLP,18,05/05/2022 12:00:00 AM
2022-05-09T05-08-14,33434,CVS Store #05111,NLP,NLP,NLP,5,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,33434,Walgreens Store #15248,NLP,NLP,NLP,18,05/05/2022 12:00:00 AM
2022-05-10T06-06-54,33434,CVS Store #05111,NLP,NLP,NLP,4,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,33434,Walgreens Store #15248,NLP,NLP,NLP,18,05/05/2022 12:00:00 AM
2022-05-11T06-51-12,33434,CVS Store #05111,NLP,NLP,NLP,23,05/10/2022 12:00:00 AM
2022-05-12T07-16-49,33434,CVS Store #05111,NLP,NLP,NLP,14,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,33434,Walgreens Store #15248,NLP,NLP,NLP,13,05/11/2022 12:00:00 AM
2022-05-13T06-07-31,33434,Walgreens Store #15248,NLP,NLP,NLP,12,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,33434,CVS Store #05111,NLP,NLP,NLP,46,05/12/2022 12:00:00 AM
2022-05-14T08-49-14,33434,Walgreens Store #15248,NLP,NLP,NLP,8,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,33434,CVS Store #05111,NLP,NLP,NLP,134,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,33434,CVS Store #05111,NLP,NLP,NLP,134,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,33434,Walgreens Store #15248,NLP,NLP,NLP,8,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,33434,CVS Store #05111,NLP,NLP,NLP,134,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,33434,Walgreens Store #15248,NLP,NLP,NLP,8,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,33434,CVS Store #05111,NLP,NLP,NLP,134,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,33434,Walgreens Store #15248,NLP,NLP,NLP,21,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,33434,WALGREENS STORE #15248,NLP,NLP,NLP,17,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,33434,CVS Store #05111,NLP,NLP,NLP,233,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,33434,CVS Store #05111,NLP,NLP,NLP,224,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,33434,CVS Store #05111,NLP,NLP,NLP,224,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-21T05-54-21,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,33434,CVS Store #05111,NLP,NLP,NLP,203,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,33434,WALGREENS STORE #15248,NLP,NLP,NLP,32,05/19/2022 12:00:00 AM
2022-05-24T05-46-03,33434,WALGREENS STORE #15248,NLP,NLP,NLP,28,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,CVS Store #05111,NLP,NLP,NLP,178,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,WALGREENS STORE #15248,NLP,NLP,NLP,28,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,CVS Store #05111,NLP,NLP,NLP,178,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,WALGREENS STORE #15248,NLP,NLP,NLP,28,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,CVS Store #05111,NLP,NLP,NLP,178,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,WALGREENS STORE #15248,NLP,NLP,NLP,28,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,CVS Store #05111,NLP,NLP,NLP,178,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,WALGREENS STORE #15248,NLP,NLP,NLP,28,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,CVS Store #05111,NLP,NLP,NLP,178,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,WALGREENS STORE #15248,NLP,NLP,NLP,28,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,CVS Store #05111,NLP,NLP,NLP,178,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,WALGREENS STORE #15248,NLP,NLP,NLP,28,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,CVS Store #05111,NLP,NLP,NLP,178,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,WALGREENS STORE #15248,NLP,NLP,NLP,28,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,CVS Store #05111,NLP,NLP,NLP,178,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,WALGREENS STORE #15248,NLP,NLP,NLP,28,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,33434,CVS Store #05111,NLP,NLP,NLP,178,05/23/2022 12:00:00 AM
