2022-03-08T14-40-56,85730,CVS Store #07855,03/04/2022 12:00:00 AM,03/07/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-04-04T05-38-24,85730,CVS Store #09336,NLP,NLP,NLP,39,04/01/2022 12:00:00 AM
2022-04-05T05-48-33,85730,CVS Store #09336,NLP,NLP,NLP,39,04/04/2022 12:00:00 AM
2022-04-05T05-48-33,85730,CVS Store #07855,NLP,NLP,NLP,35,04/04/2022 12:00:00 AM
2022-04-06T05-45-18,85730,CVS Store #09336,NLP,NLP,NLP,39,04/05/2022 12:00:00 AM
2022-04-06T05-45-18,85730,CVS Store #07855,NLP,NLP,NLP,35,04/05/2022 12:00:00 AM
2022-04-07T05-34-07,85730,CVS Store #07855,NLP,NLP,NLP,35,04/06/2022 12:00:00 AM
2022-04-07T05-34-07,85730,CVS Store #09336,NLP,NLP,NLP,39,04/06/2022 12:00:00 AM
2022-04-08T05-48-29,85730,CVS Store #07855,NLP,NLP,NLP,34,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,85730,CVS Store #09336,NLP,NLP,NLP,39,04/07/2022 12:00:00 AM
2022-04-09T05-41-09,85730,CVS Store #07855,NLP,NLP,NLP,34,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,85730,CVS Store #09336,NLP,NLP,NLP,38,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,85730,CVS Store #09336,NLP,NLP,NLP,38,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,85730,CVS Store #07855,NLP,NLP,NLP,34,04/08/2022 12:00:00 AM
2022-04-11T07-06-23,85730,CVS Store #07855,NLP,NLP,NLP,34,04/08/2022 12:00:00 AM
2022-04-11T07-06-23,85730,CVS Store #09336,NLP,NLP,NLP,38,04/08/2022 12:00:00 AM
2022-04-12T07-06-55,85730,CVS Store #09336,NLP,NLP,NLP,38,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,85730,CVS Store #07855,NLP,NLP,NLP,34,04/11/2022 12:00:00 AM
2022-04-13T09-20-57,85730,CVS Store #09336,NLP,NLP,NLP,37,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,85730,CVS Store #07855,NLP,NLP,NLP,34,04/12/2022 12:00:00 AM
2022-04-13T11-55-39,85730,CVS Store #09336,NLP,NLP,NLP,37,04/12/2022 12:00:00 AM
2022-04-13T11-55-39,85730,CVS Store #07855,NLP,NLP,NLP,34,04/12/2022 12:00:00 AM
2022-04-14T09-18-06,85730,CVS Store #09336,NLP,NLP,NLP,37,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,85730,CVS Store #07855,NLP,NLP,NLP,34,04/13/2022 12:00:00 AM
2022-04-15T06-03-51,85730,CVS Store #09336,NLP,NLP,NLP,37,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,85730,CVS Store #07855,NLP,NLP,NLP,33,04/14/2022 12:00:00 AM
2022-04-16T05-33-42,85730,CVS Store #09336,NLP,NLP,NLP,36,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,85730,CVS Store #07855,NLP,NLP,NLP,32,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,85730,CVS Store #07855,NLP,NLP,NLP,32,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,85730,CVS Store #09336,NLP,NLP,NLP,36,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,85730,CVS Store #09336,NLP,NLP,NLP,36,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,85730,CVS Store #07855,NLP,NLP,NLP,32,04/15/2022 12:00:00 AM
2022-04-19T05-39-24,85730,CVS Store #09336,NLP,NLP,NLP,35,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,85730,CVS Store #07855,NLP,NLP,NLP,31,04/18/2022 12:00:00 AM
2022-04-20T05-27-37,85730,CVS Store #09336,NLP,NLP,NLP,35,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,85730,CVS Store #07855,NLP,NLP,NLP,31,04/19/2022 12:00:00 AM
2022-04-21T05-29-54,85730,CVS Store #09336,NLP,NLP,NLP,35,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,85730,CVS Store #07855,NLP,NLP,NLP,31,04/20/2022 12:00:00 AM
2022-04-22T05-26-18,85730,CVS Store #07855,NLP,NLP,NLP,30,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,85730,CVS Store #09336,NLP,NLP,NLP,35,04/21/2022 12:00:00 AM
2022-04-23T05-25-10,85730,CVS Store #07855,NLP,NLP,NLP,30,04/22/2022 12:00:00 AM
2022-04-23T05-25-10,85730,CVS Store #09336,NLP,NLP,NLP,35,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,85730,CVS Store #07855,NLP,NLP,NLP,30,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,85730,CVS Store #09336,NLP,NLP,NLP,35,04/22/2022 12:00:00 AM
2022-04-25T05-22-33,85730,CVS Store #09336,NLP,NLP,NLP,35,04/22/2022 12:00:00 AM
2022-04-25T05-22-33,85730,CVS Store #07855,NLP,NLP,NLP,30,04/22/2022 12:00:00 AM
2022-04-26T05-20-54,85730,CVS Store #09336,NLP,NLP,NLP,35,04/25/2022 12:00:00 AM
2022-04-26T05-20-54,85730,CVS Store #07855,NLP,NLP,NLP,30,04/25/2022 12:00:00 AM
2022-04-27T05-23-49,85730,CVS Store #07855,NLP,NLP,NLP,27,04/26/2022 12:00:00 AM
2022-04-27T05-23-49,85730,CVS Store #09336,NLP,NLP,NLP,35,04/26/2022 12:00:00 AM
2022-04-28T09-22-45,85730,CVS Store #09336,NLP,NLP,NLP,35,04/26/2022 12:00:00 AM
2022-04-28T09-22-45,85730,CVS Store #07855,NLP,NLP,NLP,27,04/26/2022 12:00:00 AM
2022-04-29T05-13-54,85730,CVS Store #09336,NLP,NLP,NLP,34,04/28/2022 12:00:00 AM
2022-04-29T05-13-54,85730,CVS Store #07855,NLP,NLP,NLP,27,04/28/2022 12:00:00 AM
2022-04-30T05-15-55,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,85730,CVS Store #09336,NLP,NLP,NLP,34,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,85730,CVS Store #07855,NLP,NLP,NLP,25,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,85730,CVS Store #09336,NLP,NLP,NLP,34,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,85730,CVS Store #07855,NLP,NLP,NLP,25,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,85730,CVS Store #09336,NLP,NLP,NLP,34,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,04/29/2022 12:00:00 AM
2022-05-02T06-02-50,85730,CVS Store #07855,NLP,NLP,NLP,25,04/29/2022 12:00:00 AM
2022-05-03T06-05-23,85730,CVS Store #09336,NLP,NLP,NLP,32,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,85730,CVS Store #07855,NLP,NLP,NLP,24,05/02/2022 12:00:00 AM
2022-05-04T05-12-02,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,85730,CVS Store #09336,NLP,NLP,NLP,32,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,85730,CVS Store #07855,NLP,NLP,NLP,19,05/03/2022 12:00:00 AM
2022-05-05T09-49-47,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,85730,CVS Store #09336,NLP,NLP,NLP,32,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,85730,CVS Store #07855,NLP,NLP,NLP,16,05/04/2022 12:00:00 AM
2022-05-06T06-12-41,85730,CVS Store #09336,NLP,NLP,NLP,32,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,05/05/2022 12:00:00 AM
2022-05-06T06-12-41,85730,CVS Store #07855,NLP,NLP,NLP,16,05/05/2022 12:00:00 AM
2022-05-07T05-45-31,85730,CVS Store #09336,NLP,NLP,NLP,32,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,05/06/2022 12:00:00 AM
2022-05-07T05-45-31,85730,CVS Store #07855,NLP,NLP,NLP,33,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,85730,CVS Store #09336,NLP,NLP,NLP,32,05/06/2022 12:00:00 AM
2022-05-08T10-02-59,85730,CVS Store #07855,NLP,NLP,NLP,33,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,85730,CVS Store #09336,NLP,NLP,NLP,32,05/06/2022 12:00:00 AM
2022-05-09T05-08-14,85730,CVS Store #07855,NLP,NLP,NLP,33,05/06/2022 12:00:00 AM
2022-05-10T06-06-54,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,85730,CVS Store #09336,NLP,NLP,NLP,33,05/09/2022 12:00:00 AM
2022-05-10T06-06-54,85730,CVS Store #07855,NLP,NLP,NLP,27,05/09/2022 12:00:00 AM
2022-05-11T06-51-12,85730,CVS Store #09336,NLP,NLP,NLP,33,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,05/10/2022 12:00:00 AM
2022-05-11T06-51-12,85730,CVS Store #07855,NLP,NLP,NLP,26,05/10/2022 12:00:00 AM
2022-05-12T07-16-49,85730,CVS Store #09336,NLP,NLP,NLP,33,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,85730,CVS Store #07855,NLP,NLP,NLP,44,05/11/2022 12:00:00 AM
2022-05-12T07-16-49,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,05/11/2022 12:00:00 AM
2022-05-13T06-07-31,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,85730,CVS Store #09336,NLP,NLP,NLP,32,05/12/2022 12:00:00 AM
2022-05-13T06-07-31,85730,CVS Store #07855,NLP,NLP,NLP,43,05/12/2022 12:00:00 AM
2022-05-14T08-49-14,85730,CVS Store #09336,NLP,NLP,NLP,32,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,05/13/2022 12:00:00 AM
2022-05-14T08-49-14,85730,CVS Store #07855,NLP,NLP,NLP,42,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,85730,CVS Store #09336,NLP,NLP,NLP,32,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,05/13/2022 12:00:00 AM
2022-05-15T05-54-13,85730,CVS Store #07855,NLP,NLP,NLP,42,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,85730,CVS Store #09336,NLP,NLP,NLP,32,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,05/13/2022 12:00:00 AM
2022-05-16T05-54-24,85730,CVS Store #07855,NLP,NLP,NLP,42,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,85730,CVS Store #07855,NLP,NLP,NLP,42,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,20,05/16/2022 12:00:00 AM
2022-05-17T05-27-38,85730,CVS Store #09336,NLP,NLP,NLP,32,05/13/2022 12:00:00 AM
2022-05-17T05-27-38,85730,Walgreens Store #10879,NLP,NLP,NLP,19,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,85730,CVS Store #09336,NLP,NLP,NLP,32,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,85730,WALGREENS STORE #10879,NLP,NLP,NLP,18,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,85730,CVS Store #07855,NLP,NLP,NLP,57,05/17/2022 12:00:00 AM
2022-05-18T05-40-23,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,19,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,85730,CVS Store #09336,NLP,NLP,NLP,32,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,18,05/18/2022 12:00:00 AM
2022-05-19T05-25-31,85730,CVS Store #07855,NLP,NLP,NLP,56,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,85730,CVS Store #09336,NLP,NLP,NLP,32,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,18,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,85730,CVS Store #07855,NLP,NLP,NLP,56,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-21T05-54-21,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-22T09-07-10,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #09336,NLP,NLP,NLP,31,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,85730,WALGREENS STORE #10879,NLP,NLP,NLP,17,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85730,CVS Store #07855,NLP,NLP,NLP,53,05/20/2022 12:00:00 AM
2022-05-24T05-46-03,85730,CVS Store #09336,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85730,WALGREENS STORE #10879,NLP,NLP,NLP,9,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85730,CVS Store #07855,NLP,NLP,NLP,51,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85730,CVS Store #09336,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85730,WALGREENS STORE #10879,NLP,NLP,NLP,9,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85730,CVS Store #07855,NLP,NLP,NLP,51,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85730,CVS Store #09336,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85730,WALGREENS STORE #10879,NLP,NLP,NLP,9,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85730,FRYS PHARMACY 66000033,NLP,NLP,NLP,17,05/23/2022 12:00:00 AM
