2022-05-17T05-27-38,05363,Walgreens Store #17379,NLP,NLP,NLP,20,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,05363,WALGREENS STORE #17379,NLP,NLP,NLP,19,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,05363,WALGREENS STORE #17379,NLP,NLP,NLP,18,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,05363,WALGREENS STORE #17379,NLP,NLP,NLP,18,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,05363,WALGREENS STORE #17379,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,05363,WALGREENS STORE #17379,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,05363,WALGREENS STORE #17379,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,05363,WALGREENS STORE #17379,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,05363,WALGREENS STORE #17379,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,05363,WALGREENS STORE #17379,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,05363,WALGREENS STORE #17379,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,05363,WALGREENS STORE #17379,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,05363,WALGREENS STORE #17379,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,05363,WALGREENS STORE #17379,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,05363,WALGREENS STORE #17379,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,05363,WALGREENS STORE #17379,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
