2022-03-08T14-40-56,60466,Walgreens Store #04532,02/24/2022 12:00:00 AM,02/26/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,60466,Walgreens Store #04532,NLP,NLP,NLP,20,03/11/2022 12:00:00 AM
2022-03-18T09-58-11,60466,Walgreens Store #04532,NLP,NLP,NLP,20,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,60466,Walgreens Store #04532,NLP,NLP,NLP,20,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,60466,Walgreens Store #04532,NLP,NLP,NLP,20,03/17/2022 12:00:00 AM
2022-03-18T15-22-50,60466,Walgreens Store #04532,NLP,NLP,NLP,20,03/17/2022 12:00:00 AM
2022-03-19T08-15-59,60466,Walgreens Store #04532,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-19T11-58-02,60466,Walgreens Store #04532,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-20T06-05-37,60466,Walgreens Store #04532,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-21T06-11-50,60466,Walgreens Store #04532,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
2022-03-21T14-18-38,60466,Walgreens Store #04532,NLP,NLP,NLP,20,03/18/2022 12:00:00 AM
