2022-05-17T05-27-38,85262,Walgreens Store #06729,NLP,NLP,NLP,16,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,85262,WALGREENS STORE #06729,NLP,NLP,NLP,16,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,85262,WALGREENS STORE #06729,NLP,NLP,NLP,40,05/19/2022 12:00:00 AM
2022-05-24T05-46-03,85262,WALGREENS STORE #06729,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85262,WALGREENS STORE #06729,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85262,WALGREENS STORE #06729,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85262,WALGREENS STORE #06729,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85262,WALGREENS STORE #06729,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85262,WALGREENS STORE #06729,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85262,WALGREENS STORE #06729,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85262,WALGREENS STORE #06729,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85262,WALGREENS STORE #06729,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85262,WALGREENS STORE #06729,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85262,WALGREENS STORE #06729,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85262,WALGREENS STORE #06729,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85262,WALGREENS STORE #06729,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,85262,WALGREENS STORE #06729,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
