2022-05-17T05-27-38,50023,Walgreens Store #07454,NLP,NLP,NLP,24,05/16/2022 12:00:00 AM
2022-05-18T05-40-23,50023,WALGREENS STORE #07454,NLP,NLP,NLP,48,05/17/2022 12:00:00 AM
2022-05-19T05-25-31,50023,WALGREENS STORE #07454,NLP,NLP,NLP,48,05/18/2022 12:00:00 AM
2022-05-20T05-59-40,50023,WALGREENS STORE #07454,NLP,NLP,NLP,48,05/18/2022 12:00:00 AM
2022-05-21T05-54-21,50023,WALGREENS STORE #07454,NLP,NLP,NLP,48,05/19/2022 12:00:00 AM
2022-05-22T09-07-10,50023,Hy-Vee Pharmacy #2 (1023),NLP,NLP,NLP,24,05/21/2022 12:00:00 AM
2022-05-22T09-07-10,50023,WALGREENS STORE #07454,NLP,NLP,NLP,48,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,50023,Hy-Vee Pharmacy #2 (1023),NLP,NLP,NLP,24,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,50023,WALGREENS STORE #07454,NLP,NLP,NLP,48,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,50023,Hy-Vee Pharmacy #2 (1023),NLP,NLP,NLP,24,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,50023,WALGREENS STORE #07454,NLP,NLP,NLP,48,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,50023,Hy-Vee Pharmacy #2 (1023),NLP,NLP,NLP,24,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,50023,WALGREENS STORE #07454,NLP,NLP,NLP,48,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,50023,Hy-Vee Pharmacy #2 (1023),NLP,NLP,NLP,24,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,50023,WALGREENS STORE #07454,NLP,NLP,NLP,48,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,50023,Hy-Vee Pharmacy #2 (1023),NLP,NLP,NLP,24,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,50023,WALGREENS STORE #07454,NLP,NLP,NLP,48,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,50023,Hy-Vee Pharmacy #2 (1023),NLP,NLP,NLP,24,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,50023,WALGREENS STORE #07454,NLP,NLP,NLP,48,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,50023,Hy-Vee Pharmacy #2 (1023),NLP,NLP,NLP,24,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,50023,WALGREENS STORE #07454,NLP,NLP,NLP,48,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,50023,Hy-Vee Pharmacy #2 (1023),NLP,NLP,NLP,24,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,50023,WALGREENS STORE #07454,NLP,NLP,NLP,48,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,50023,Hy-Vee Pharmacy #2 (1023),NLP,NLP,NLP,24,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,50023,WALGREENS STORE #07454,NLP,NLP,NLP,48,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,50023,Hy-Vee Pharmacy #2 (1023),NLP,NLP,NLP,24,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,50023,WALGREENS STORE #07454,NLP,NLP,NLP,48,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,50023,Hy-Vee Pharmacy #2 (1023),NLP,NLP,NLP,24,05/21/2022 12:00:00 AM
2022-05-23T07-42-39,50023,WALGREENS STORE #07454,NLP,NLP,NLP,48,05/19/2022 12:00:00 AM
