2022-04-08T05-48-29,28630,Ingles Pharmacy 121,NLP,NLP,NLP,25,04/07/2022 12:00:00 AM
2022-04-08T05-48-29,28630,Walmart Pharmacy #4410,NLP,NLP,NLP,66,04/07/2022 12:00:00 AM
2022-04-09T05-41-09,28630,Ingles Pharmacy 121,NLP,NLP,NLP,25,04/08/2022 12:00:00 AM
2022-04-09T05-41-09,28630,Walmart Pharmacy #4410,NLP,NLP,NLP,66,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,28630,Walmart Pharmacy #4410,NLP,NLP,NLP,66,04/08/2022 12:00:00 AM
2022-04-10T09-31-27,28630,Ingles Pharmacy 121,NLP,NLP,NLP,25,04/09/2022 12:00:00 AM
2022-04-11T07-06-23,28630,Ingles Pharmacy 121,NLP,NLP,NLP,25,04/10/2022 12:00:00 AM
2022-04-11T07-06-23,28630,Walmart Pharmacy #4410,NLP,NLP,NLP,66,04/08/2022 12:00:00 AM
2022-04-12T07-06-55,28630,Ingles Pharmacy 121,NLP,NLP,NLP,25,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,28630,Walmart Pharmacy #4410,NLP,NLP,NLP,66,04/11/2022 12:00:00 AM
