2022-02-18T16-04-21,40509,ST JOSEPH HOSPITAL EAST,02/16/2022 12:00:00 AM,,18,,
2022-03-03T09-56-49,40509,ST JOSEPH HOSPITAL EAST,02/16/2022 12:00:00 AM,02/22/2022 12:00:00 AM,18,,
2022-03-03T10-04-44,40509,ST JOSEPH HOSPITAL EAST,02/16/2022 12:00:00 AM,02/22/2022 12:00:00 AM,18,,
2022-03-08T14-40-56,40509,ST JOSEPH HOSPITAL EAST,02/16/2022 12:00:00 AM,02/22/2022 12:00:00 AM,18,,
2022-03-16T18-51-35,40509,CHI SAINT JOSEPH EAST,NLP,NLP,NLP,17,03/09/2022 12:00:00 AM
