2022-02-18T16-04-21,28621,HUGH CHATHAM MEMORIAL HOSPITAL,02/16/2022 12:00:00 AM,,50,,
2022-03-03T09-56-49,28621,HUGH CHATHAM MEMORIAL HOSPITAL,02/16/2022 12:00:00 AM,,50,49,03/01/2022 12:00:00 AM
2022-03-03T10-04-44,28621,HUGH CHATHAM MEMORIAL HOSPITAL,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,50,49,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,28621,HUGH CHATHAM MEMORIAL HOSPITAL,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,50,49,03/07/2022 12:00:00 AM
2022-03-16T18-51-35,28621,HUGH CHATHAM MEMORIAL HOSPITAL,NLP,NLP,NLP,49,03/10/2022 12:00:00 AM
2022-03-18T09-58-11,28621,HUGH CHATHAM MEMORIAL HOSPITAL,NLP,NLP,NLP,49,03/15/2022 12:00:00 AM
2022-03-18T11-03-37,28621,HUGH CHATHAM MEMORIAL HOSPITAL,NLP,NLP,NLP,49,03/15/2022 12:00:00 AM
2022-03-18T11-17-38,28621,HUGH CHATHAM MEMORIAL HOSPITAL,NLP,NLP,NLP,49,03/16/2022 12:00:00 AM
2022-03-18T15-22-50,28621,HUGH CHATHAM MEMORIAL HOSPITAL,NLP,NLP,NLP,49,03/16/2022 12:00:00 AM
2022-03-19T08-15-59,28621,HUGH CHATHAM MEMORIAL HOSPITAL,NLP,NLP,NLP,49,03/16/2022 12:00:00 AM
