Provider Name,Address1,Address2,City,State,Zip,Last Report Date,Public Website,Phone Number,Geopoint
CVS Store #02296,3295 PA ROUTE 100,CVS Pharmacy,MACUNGIE,PA,18062,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-75.5662 40.51962)
CVS Store #08564,17301 E US 24TH HWY.,CVS Pharmacy,INDEPENDENCE,MO,64056,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-94.37288 39.1199)
PryMed Med Care Inc,13 Carr 149,,Ciales,PR,00638,03/24/2022 12:00:00 AM,,787-871-0601,POINT (-66.47 18.36)
CVS Store #09647,2037 VERDUGO BLVD.,CVS Pharmacy,MONTROSE,CA,91020,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-118.22131 34.20482)
KROGER PHARMACY 02400389,5929 TIMBER RIDGE DR,,PROSPECT,KY,40059,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-85.62137 38.34027)
Walgreens Store #05594,3 E GOLF RD,,ARLINGTON HEIGHTS,IL,60005,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-87.98136 42.0508)
KROGER PHARMACY 02100928,1175 S COLLEGE MALL RD,,BLOOMINGTON,IN,47401,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-86.49749 39.15449)
CVS Store #01179,234 WASHINGTON ST,CVS Pharmacy,HUDSON,MA,01749,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-71.56564 42.38025)
HealthPoint Auburn,126 Auburn Ave,,Auburn,WA,98002,03/24/2022 12:00:00 AM,http://www.healthpointchc.org,253-735-0166,POINT (-122.22534 47.305895)
CVS Store #01671,1507 LITITZ PIKE,CVS Pharmacy,LANCASTER,PA,17601,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-76.306205 40.064535)
Walgreens Store #03864,719 OHIO PIKE,,CINCINNATI,OH,45245,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-84.287805 39.06466)
CVS Store #07039,2994 KILDAIRE FARM RD,CVS Pharmacy,CARY,NC,27518,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-78.78842 35.7171)
CVS Store #07013,121 MONTICELLO RD.,CVS Pharmacy,WEAVERVILLE,NC,28787,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-82.57832 35.70917)
CVS Store #10535,220 SOUTH FM 1626,CVS Pharmacy,BUDA,TX,78610,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-97.875592 30.096615)
BARTZ ALTADONNA CHC - LANCASTER GIN,43322 GINGHAM AVE,Suite 105,LANCASTER,CA,93535,03/25/2022 12:00:00 AM,,,POINT (-118.12175 34.67013)
CVS Store #09941,1451 SHATTUCK AVE,CVS Pharmacy,BERKELEY,CA,94709,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-122.26902 37.88148)
CVS Store #06690,501 UNIVERSITY BLVD.,CVS Pharmacy,ROUND ROCK,TX,78665,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-97.67956 30.561295)
CVS Store #03896,9308 KENDALL DR.,CVS Pharmacy,CHARLOTTE,NC,28214,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.960755 35.27345)
KROGER PHARMACY 01400915,7580 BEECHMONT AVE,,CINCINNATI,OH,45255,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-84.34813 39.07421)
Walgreens Store #06703,16750 W 159TH ST,,LOCKPORT,IL,60441,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-88.02561 41.59789)
CVS Store #17022,28201 DIEHL RD,CVS Pharmacy,WARRENVILLE,IL,60555,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-88.1696 41.80077)
CVS Store #05872,22135 IH-10 W,CVS Pharmacy,SAN ANTONIO,TX,78257,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-98.623316 29.647795)
SAMPSON REGIONAL MEDICAL CENTER,607 Beamon Street,,Clinton,NC,28328,03/17/2022 12:00:00 AM,,,POINT (-78.32444 35.00671)
CVS Store #10699,8740 BIRD ROAD,CVS Pharmacy,MIAMI,FL,33165,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.33692 25.73025)
CVS Store #05714,4840 DODGE ST.,CVS Pharmacy,OMAHA,NE,68132,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-95.987252 41.259985)
CVS Store #02577,156 NEWARK-POMPTON TURNPIKE,CVS Pharmacy,PEQUANNOCK,NJ,07440,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-74.28799 40.94773)
CVS Store #07397,3901 PELHAM RD.,CVS Pharmacy,GREENVILLE,SC,29615,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-82.26355 34.8598)
Walgreens Store #12517,5781 KYLE PKWY,,KYLE,TX,78640,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-97.857115 30.011675)
Walgreens Store #09251,3520 S BALDWIN RD,,LAKE ORION,MI,48359,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-83.308442 42.728385)
CVS Store #09894,10455 S DE ANZA BLVD,CVS Pharmacy,CUPERTINO,CA,95014,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-122.03355 37.31641)
CVS Store #00017,18591 N 59TH AVE,CVS Pharmacy,GLENDALE,AZ,85308,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-112.185546 33.653775)
Walgreens Store #05855,410 OLD POLK CITY RD,,LAKELAND,FL,33809,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-81.945977 28.12892)
CVS Store #08288,9026 SEMINOLE TRAIL,CVS Pharmacy,RUCKERSVILLE,VA,22968,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-78.36847 38.234)
KROGER PHARMACY 01400439,5250 NEWTOWN DRIVE,,LIBERTY TOWNSHIP,OH,45011,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-84.45774 39.42253)
CVS Store #03150,221 S STATE RD 434,CVS Pharmacy,ALTAMONTE SPRINGS,FL,32714,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.41896 28.66073)
CVS Store #09497,14330 CULVER DRIVE,CVS Pharmacy,IRVINE,CA,92604,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-117.784367 33.705585)
CVS Store #08226,1688 LASKIN RD.,CVS Pharmacy,VIRGINIA BEACH,VA,23451,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-76.02151 36.851375)
CVS Store #17591,1200 N LARRABEE ST,CVS Pharmacy,CHICAGO,IL,60610,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-87.64334 41.90378)
PENOBSCOT COMMUNITY HLTH CENTER,"1012 Union St, Suite 1",,Bangor,ME,04401,03/22/2022 12:00:00 AM,,207-945-5247,POINT (-68.808915 44.814805)
CVS Store #07556,2401 SUNSET BOULEVARD,CVS Pharmacy,WEST COLUMBIA,SC,29169,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.106135 34.002215)
CVS Store #01927,137 ROUTE 22 EAST,CVS Pharmacy,GREEN BROOK,NJ,08812,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-74.474315 40.6034)
CVS Store #03214,5680 NC HIGHWAY 42 WEST,CVS Pharmacy,GARNER,NC,27529,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-78.57027 35.60301)
CVS Store #01403,337 EAST MAPLE STREET,CVS Pharmacy,VIENNA,VA,22180,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-77.26047 38.90523)
Community Medical Centers Channel,701 E. Channel St.,,Stockton,CA,95202,03/26/2022 12:00:00 AM,http://www.communitymedicalcenters.org,209-944-4700,POINT (-121.28209 37.95638)
KROGER PHARMACY 02600532,2449 OLD FORT PKWY,,MURFREESBORO,TN,37128,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-86.44185 35.84332)
CVS Store #06363,6005 KINGSTON PIKE,CVS Pharmacy,KNOXVILLE,TN,37919,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-84.0014 35.93356)
CVS Store #02540,4961 ROBERTS ROAD,CVS Pharmacy,HILLIARD,OH,43026,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-83.139456 40.00269)
LA CLINICA DE LA RAZA,3451 E. 12th Street,,Oakland,CA,94601,03/23/2022 12:00:00 AM,http://www.laclinica.org,510-535-3500,POINT (-122.223545 37.77549)
CVS Store #05817,1800 E. HWY 50,CVS Pharmacy,CLERMONT,FL,34711,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.7228 28.547605)
SAWTOOTH Mtn CLINIC,513 5th Ave W.,,GRAND MARAIS,MN,55604,03/17/2022 12:00:00 AM,,,POINT (-90.34086 47.75626)
Childrens Hospital Oakland PrimCare,747 52nd Street,,Oakland,CA,94609,03/21/2022 12:00:00 AM,http://www.cho.org,510-428-3129,POINT (-122.26603 37.83801)
CVS Store #03329,11706 CLIFTON BOULEVARD,CVS Pharmacy,LAKEWOOD,OH,44107,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.76936 41.488105)
Walgreens Store #07457,12000 PRINCETON DR,,HUNTLEY,IL,60142,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-88.433845 42.15327)
CVS Store #09496,2900 N. SEPULVEDA BLVD.,CVS Pharmacy,MANHATTAN BEACH,CA,90266,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-118.394345 33.8968)
CVS Store #00233,3930 WEST CHESTER PIKE,CVS Pharmacy,NEWTOWN SQUARE,PA,19073,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-75.41321 39.98569)
FPCN- 4700 Wissahickon Ave,4700 Wissahickon Ave Building D,Suite 119,Philadelphia,PA,19144,03/23/2022 12:00:00 AM,http://www.rhd.org,215-843-9720,POINT (-75.17404 40.01539)
CVS Store #17403,4885 ELDORADO PKWY,CVS Pharmacy,FRISCO,TX,75033,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-96.84462 33.17311)
Walgreens Store #06103,1905 SE 164TH AVE,,VANCOUVER,WA,98683,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-122.503115 45.607095)
PhysicianOne UrgCare/West Hartford,"21 North Main Street, Suite B",,West Hartford,CT,06107,03/22/2022 12:00:00 AM,,,POINT (-72.74254 41.763605)
CVS Store #06369,5690 OGEECHEE RD.,CVS Pharmacy,SAVANNAH,GA,31405,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.21977 32.03416)
710 North King Street,710 North King Street,,Honolulu,HI,96817,03/25/2022 12:00:00 AM,http://www.kphc.org,808-791-6315,POINT (-157.86576 21.320605)
CVS Store #05647,4101 EAST 42ND ST.,CVS Pharmacy,ODESSA,TX,79762,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-102.3388 31.89479)
KROGER PHARMACY 02600539,2325 MEMORIAL BLVD,,MURFREESBORO,TN,37129,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-86.3844 35.88664)
Walmart Pharmacy #3403,3615 Charles Hardy Pkwy,,Dallas,GA,30157,03/25/2022 12:00:00 AM,https://www.walmarthealth.com/,,POINT (-84.730372 33.93536)
CVS Store #02313,2340 SPRING FOREST RD,CVS Pharmacy,RALEIGH,NC,27615,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-78.60108 35.8615)
CVS Store #10298,241 WEST 57TH ST.,CVS Pharmacy,NEW YORK,NY,10019,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-73.98221 40.766885)
CVS Store #00038,142 WORCESTER RD.,CVS Pharmacy,CHARLTON CITY,MA,01507,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-71.96864 42.144995)
CVS Store #16892,1400 PRECINCT LINE RD,CVS Pharmacy,HURST,TX,76053,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-97.183443 32.836555)
CVS Store #05549,1008 LAKE MURRAY BOULEVARD,CVS Pharmacy,IRMO,SC,29063,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.174575 34.0899)
CVS Store #10711,16801 NW 67 AVE,CVS Pharmacy,MIAMI,FL,33015,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.30931 25.92502)
Walgreens Store #04154,20002 WOLF RD,,MOKENA,IL,60448,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-87.88985 41.52595)
CVS Store #01470,7600 SE CRAIN HIGHWAY,CVS Pharmacy,UPPER MARLBORO,MD,20772,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-76.79397 38.78398)
CVS Store #08615,1411 SUPERIOR STREET,CVS Pharmacy,LINCOLN,NE,68521,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-96.700425 40.85694)
CVS Store #06483,1407 LINCOLNWAY,CVS Pharmacy,LA PORTE,IN,46350,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-86.72753 41.60807)
HOLYOKE HEALTH CENTER INC,230 Maple Street,Pharmacy,Holyoke,MA,01040,03/25/2022 12:00:00 AM,http://www.hhcinc.org,413-420-2111,POINT (-72.608175 42.207115)
CVS Store #01057,9140 GUILBEAU,CVS Pharmacy,SAN ANTONIO,TX,78250,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-98.66309 29.51858)
CVS Store #00594,105 DAVIS STRAITS,CVS Pharmacy,FALMOUTH,MA,02540,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-70.59882 41.560215)
CVS Store #09652,8491 SANTA MONICA BLVD,CVS Pharmacy,WEST HOLLYWOOD,CA,90069,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-118.37596 34.09018)
Walgreens Store #01082,4816 NW BETHANY BLVD,,PORTLAND,OR,97229,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-122.83545 45.55522)
CVS Store #03743,110 MAJESTIC GROVE RD.,CVS Pharmacy,KNOXVILLE,TN,37920,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-83.83713 35.90643)
CVS Store #05268,390 LIMIT ST,CVS Pharmacy,LEAVENWORTH,KS,66048,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-94.90632 39.28925)
Walgreens Store #00748,12295 BISCAYNE BLVD,,NORTH MIAMI,FL,33181,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-80.1637 25.88916)
CVS Store #09807,10 BAYHILL SHOPPING CTR,CVS Pharmacy,SAN BRUNO,CA,94066,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-122.4259 37.6283)
COVENANT COMMUNITY CARE - MOROSS,20901 MOROSS RD,,DETROIT,MI,48236,03/21/2022 12:00:00 AM,,,POINT (-82.927148 42.42439)
FRYS PHARMACY 66000063,3100 N GLASSFORD HILL RD,,PRESCOTT VALLEY,AZ,86314,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-112.341927 34.588085)
CVS Store #09805,1720 S BASCOM AVE,CVS Pharmacy,CAMPBELL,CA,95008,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-121.93168 37.2926)
CVS Store #03702,3103 N. FRY RD.,CVS Pharmacy,KATY,TX,77449,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-95.72122 29.815255)
Bladen County Hospital (CFV-Bladen),501 S Poplar Street,,Elizabethtown,NC,28337,03/14/2022 12:00:00 AM,,,POINT (-78.608025 34.622625)
CVS Store #08029,2025 FORT STREET,CVS Pharmacy,WYANDOTTE,MI,48192,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-83.180235 42.213095)
Walgreens Store #13125,12201 MONTWOOD DR,,EL PASO,TX,79938,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-106.26683 31.76128)
CVS Store #01074,870 E. BALTIMORE PIKE,CVS Pharmacy,KENNETT SQUARE,PA,19348,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-75.68012 39.86218)
CVS Store #04288,2707 CELANESE RD.,CVS Pharmacy,ROCK HILL,SC,29732,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.026975 34.975545)
CVS Store #08505,6748 W 111TH ST,CVS Pharmacy,WORTH,IL,60482,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-87.78782 41.69078)
Richmond Center,400 Austin St,PHARMACY,Richmond,TX,77469,03/22/2022 12:00:00 AM,http://www.myaccesshealth.org,281-342-4530,POINT (-95.7594 29.57854)
CVS Store #07654,2996 E. HWY 501,CVS Pharmacy,CONWAY,SC,29526,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-78.98427 33.77535)
CVS Store #00329,111 AUBURN ST.,CVS Pharmacy,PORTLAND,ME,04103,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-70.28876 43.704)
Walgreens Store #06206,2444 DALLAS HWY SW,,MARIETTA,GA,30064,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-84.62339 33.94679)
CVS Store #02587,27713 LORAIN RD.,CVS Pharmacy,NORTH OLMSTED,OH,44070,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.929015 41.412405)
CVS Store #04262,2211 S. EOLA RD.,CVS Pharmacy,AURORA,IL,60503,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-88.255175 41.714515)
Walgreens Store #03448,11270 N PORT WASHINGTON RD,,MEQUON,WI,53092,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-87.92369 43.22272)
Walgreens Store #06105,9100 CAROTHERS PKWY,UNIT B,FRANKLIN,TN,37067,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-86.801266 35.959448)
CVS Store #06431,2788 MURFREESBORO PIKE,CVS Pharmacy,ANTIOCH,TN,37013,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-86.63125 36.068055)
CVS Store #02242,2580 WOODRUFF ROAD,CVS Pharmacy,SIMPSONVILLE,SC,29681,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-82.233355 34.806455)
CVS Store #03249,1 OLD KINGS ROAD SOUTH,CVS Pharmacy,PALM COAST,FL,32137,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-81.210835 29.554355)
Walgreens Store #12720,1911 LINCOLN BLVD,,SANTA MONICA,CA,90405,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-118.470559 34.002703)
CVS Store #03396,902 GARRISONVILLE RD.,CVS Pharmacy,STAFFORD,VA,22556,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-77.46008 38.469565)
KROGER PHARMACY 02400779,106 MARKET PLACE CIR,,GEORGETOWN,KY,40324,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-84.56821 38.18599)
CVS Store #04779,2311 LIME KILN RD.,CVS Pharmacy,LOUISVILLE,KY,40222,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-85.62769 38.28462)
CVS Store #03264,3210 E. UNION HILLS DR.,CVS Pharmacy,PHOENIX,AZ,85050,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-112.01334 33.65535)
CVS Store #02976,6401 PRECINCT LINE RD.,CVS Pharmacy,NORTH RICHLAND HILLS,TX,76180,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-97.186715 32.86259)
San Ysidro Hlth Paradise Hills,2400 E. 8th St,,National City,CA,91950,03/21/2022 12:00:00 AM,,619-662-4100,POINT (-117.08189 32.68243)
PATIENT FIRST - ABERDEEN,995 Hospitality Way,,Aberdeen,MD,21001,03/24/2022 12:00:00 AM,,,POINT (-76.184565 39.523806)
PhysicianOne UrgCare/Norwalk,346 Main Ave,,Norwalk,CT,06851,03/22/2022 12:00:00 AM,,,POINT (-73.42483 41.13839)
CVS Store #09721,1401 S. BALDWIN AVE.,CVS Pharmacy,ARCADIA,CA,91007,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-118.0567 34.12358)
KROGER PHARMACY 02400186,2219 HOLIDAY MANOR CTR,,LOUISVILLE,KY,40222,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,POINT (-85.63076 38.28405)
CVS Store #04850,2715 E. BATTLEFIELD ST.,CVS Pharmacy,SPRINGFIELD,MO,65804,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-93.24218 37.15945)
REALO DISCOUNT DRUGS- WILSON VIDANT,3724 RALEIGH RD PKWY W Suite A,,WILSON,NC,27896,03/14/2022 12:00:00 AM,,,POINT (-77.96776 35.74936)
CVS Store #02147,2782 NORTH COBB PARKWAY,CVS Pharmacy,KENNESAW,GA,30152,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-84.62888 34.02368)
CVS Store #07564,625 E. ROOSEVELT BOULEVARD,CVS Pharmacy,MONROE,NC,28112,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-80.519245 34.97574)
CVS Store #08674,1421 S. RANGE LINE RD.,CVS Pharmacy,CARMEL,IN,46032,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-86.12627 39.95872)
Fam HC Netw - Visalia Bridge HC,501 N Bridge St,,Visalia,CA,93291,03/22/2022 12:00:00 AM,http://www.fhcn.org,877-960-3426,POINT (-119.28933 36.33406)
Walgreens Store #04828,4822 CATON FARM RD,,PLAINFIELD,IL,60586,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-88.20189 41.56454)
HERALD CHRISTIAN HEALTH CENTER,"3401 Aerojet Ave.,",,El Monte,CA,91731,03/21/2022 12:00:00 AM,,,POINT (-118.0696 34.07007)
CVS Store #00676,2300 IOWA ST.,CVS Pharmacy,LAWRENCE,KS,66046,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-95.25951 38.9421)
CVS Store #05156,18351 W. 119TH ST.,CVS Pharmacy,OLATHE,KS,66061,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-94.79801 38.91218)
Walgreens Store #06250,1028 S SAN FERNANDO BLVD,,BURBANK,CA,91502,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,POINT (-118.29867 34.17444)
CVS Store #06437,3801 HILLSBORO RPIKE,CVS Pharmacy,NASHVILLE,TN,37215,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-86.812575 36.108945)
CVS Store #04286,5269 CALHOUN MEMORIAL HWY,CVS Pharmacy,EASLEY,SC,29640,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-82.562445 34.824965)
CVS Store #03550,11801 PANAMA CITY BEACH PKWY.,CVS Pharmacy,PANAMA CITY BEACH,FL,32407,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-85.82091 30.200605)
EL RIO SANTA CRUZ NEIGHBORHOOD,839 W Congress St,,Tucson,AZ,85745,03/24/2022 12:00:00 AM,http://www.elrio.org,520-670-3707,POINT (-110.985845 32.220625)
CVS Store #06765,2003 DAVIDSONVILLE RD.,CVS Pharmacy,CROFTON,MD,21114,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,POINT (-76.69362 39.01863)
