Facility ID,Provider Name,Grantee Code,Provider Pin,State Provider Pin,NPI,Address1,Address2,City,State,Zip,Last Report Date,Public Website,Phone Number,Provider Status,Provider Note,Geopoint
242515351454696021870167076001486122932,CVS Store #10699,CV1,010699,,1629183744,8740 BIRD ROAD,CVS Pharmacy,MIAMI,FL,33165,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-80.33692 25.73025)
242510027574310338366420482747951378312,Walgreens Store #07546,WG1,007546,,1043225154,2075 GRAYSON HWY,,GRAYSON,GA,30017,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-83.95694 33.89414)
245734408769595519194077776294487673703,CVS Store #01397,CV1,001397,,1568566222,1452 CHAIN BRIDGE ROAD,CVS Pharmacy,MCLEAN,VA,22101,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-77.18022 38.93283)
245734408761926093794442568810151693159,CVS Store #09586,CV1,009586,,1881637643,55 DAMONTE RANCH PKWY,CVS Pharmacy,RENO,NV,89521,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-119.75628 39.419645)
242510027566575630972526085288181264264,Walgreens Store #11104,WG1,011104,,1104127349,40079 HIGHWAY 27,,DAVENPORT,FL,33837,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-81.63899 28.17992)
245734408767825651794161959182717832039,CVS Store #02079,CV1,002079,,1255423984,508 HIGH ST.,CVS Pharmacy,MOUNT HOLLY,NJ,08060,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-74.79426 40.00436)
242515351454459072409522608683243712436,CVS Store #07017,CV1,007017,,1316178064,1130 S. VETERANS PKWY,CVS Pharmacy,BLOOMINGTON,IL,61704,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-88.961862 40.460575)
245551428029684973193589348360885279263,KROGER PHARMACY 01400367,KG1,014367,KYA0PH441,1689827479,635 CHESTNUT DRIVE,,WALTON,KY,41094,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,ACTIVE,,POINT (-84.61698 38.85614)
245734408770831041381723927311037385575,CVS Store #01994,CV1,001994,,1386748051,3001 LAUDERDALE DR.,CVS Pharmacy,RICHMOND,VA,23233,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-77.63335 37.637285)
256418427921032976034882344764656196012,Mount Clemens,HR2,HH2017,,1265749683,18 Market St Ste C,,Mount Clemens,MI,48043,03/25/2022 12:00:00 AM,http://www.mycarehealthcenter.org,586-783-2222,ACTIVE,,POINT (-82.875406 42.59829)
245551428033829170903228297171778050591,KING SOOPERS PHARMACY 62000096,KG1,620096,,1558397026,6000 S HOLLY ST,,GREENWOOD VILLAGE,CO,80111,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,ACTIVE,,POINT (-104.92111 39.60785)
245734408773118329032434805709581470567,CVS Store #04149,CV1,004149,,1891967410,54 EAST HIGH ST.,CVS Pharmacy,EAST HAMPTON,CT,06424,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-72.50126 41.58411)
242510027570594100396925112664904593288,Walgreens Store #06580,WG1,006580,,1285649509,14680 S LA GRANGE RD,,ORLAND PARK,IL,60462,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-87.854505 41.623675)
242510027569559259895334990091356106632,Walgreens Store #06703,WG1,006703,,1245245497,16750 W 159TH ST,,LOCKPORT,IL,60441,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-88.02561 41.59789)
242510027581247154719369224952415416200,Walgreens Store #05566,WG1,005566,CAAF21558,1831104116,17010 CHATSWORTH ST,,GRANADA HILLS,CA,91344,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-118.50278 34.26454)
245734408768282625753976289010756766567,CVS Store #02257,CV1,002257,,1871676130,271 MAMMOTH ROAD,CVS Pharmacy,MANCHESTER,NH,03109,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-71.43129 42.98268)
245734408777148887715029979378051861351,CVS Store #06030,CV1,006030,,1962505701,157-05 CROSS BAY BLVD.,CVS Pharmacy,HOWARD BEACH,NY,11414,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-73.84019 40.662255)
245551428031089744995981547461893855775,KROGER PHARMACY 02500488,KG1,025488,,1063446706,3444 PLAZA,,MEMPHIS,TN,38111,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,ACTIVE,,POINT (-89.9479 35.130685)
254254100170982120021005132779114630602,Childrens Hospital Oakland PrimCare,HR2,HH1195,,1124053830,747 52nd Street,,Oakland,CA,94609,03/21/2022 12:00:00 AM,http://www.cho.org,510-428-3129,ACTIVE,,POINT (-122.26603 37.83801)
245734408779632021348518427702898346855,CVS Store #17053,CV1,017053,,1659393270,10155 OKEECHOBEE BLVD,CVS Pharmacy,WEST PALM BEACH,FL,33411,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-80.20296 26.71095)
250220957639792327460689808673349489087,ACCESS Hawthorne Family Hlth Ctr,HR2,016093,,1164501896,3040 S CICERO AVE,,CICERO,IL,60804,03/24/2022 12:00:00 AM,http://www.accesscommunityhealth.net,708-780-9777,ACTIVE,,POINT (-87.7439 41.83776)
245551428031430662077112872889160997407,KROGER PHARMACY 02400767,KG1,024767,,1528092368,3175 BEAUMONT CENTRE CIR,,LEXINGTON,KY,40513,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,ACTIVE,,POINT (-84.559315 38.0225)
245734408775606298369201712551126780775,CVS Store #07435,CV1,007435,,1780743849,23865 FM 1314 RD.,CVS Pharmacy,PORTER,TX,77365,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-95.25042 30.10526)
245734408772419569908697550046601300839,CVS Store #04024,CV1,004024,,1376647230,5466 THOMASVILLE RD N,CVS Pharmacy,TALLAHASSEE,FL,32312,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-84.229075 30.542035)
278573684307827037528092068187074089284,MERCY URGENT CARE WEST,NCA,None,NCA11C022,None,1201 Patton Ave,,Asheville,NC,28806,03/27/2022 12:00:00 AM,,,ACTIVE,,POINT (-82.60125 35.5862)
242510027583575545847947000742899511176,Walgreens Store #04458,WG1,004458,TXA302089,1619984614,3601 W WILLIAM CANNON DR,,AUSTIN,TX,78749,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-97.83434 30.21637)
253463984153382252521316196799243535253,A Plus Fam Healthcare Brownsville,HR2,HH0759,,1114442191,210 S Main St Ste 101,,Brownsville,KY,42210,03/25/2022 12:00:00 AM,,270-975-4050,ACTIVE,,POINT (-86.26467 37.19123)
242510027574339352586091233848144326536,Walgreens Store #10232,WG1,010232,TXA302080,1427136274,4550 E PALM VALLEY BLVD,,ROUND ROCK,TX,78665,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-97.615247 30.5324)
290349276061843253306677990074559948007,PATIENT FIRST - BELTSVILLE,MDA,None,MDAT1063,1609227230,10424 Baltimore Avenue,,Beltsville,MD,20705,03/23/2022 12:00:00 AM,,,ACTIVE,,POINT (-76.919435 39.027285)
245734408770654538212060191451530283879,CVS Store #00167,CV1,000167,,1730473810,4401 S CLAIBORNE AVE.,CVS Pharmacy,NEW ORLEANS,LA,70125,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-90.104105 29.94062)
242510027569868744905156335160080887688,Walgreens Store #07065,WG1,007065,MIA257028,1023023165,3270 W SILVER LAKE RD,,FENTON,MI,48430,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-83.73482 42.8048)
242510027581426075740672190070271930248,Walgreens Store #05594,WG1,005594,,1255346482,3 E GOLF RD,,ARLINGTON HEIGHTS,IL,60005,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-87.98136 42.0508)
242510027578043501297390457639444049800,Walgreens Store #04097,WG1,004097,,1164437331,7501 GRAND AVE,,GURNEE,IL,60031,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-87.98629 42.38502)
279713610725971247360526117609293932594,ISABELLA CITIZENS FOR HEALTH,MIA,None,MIA370044,None,2790 HEALTH PKWY,,MOUNT PLEASANT,MI,48858,03/26/2022 12:00:00 AM,,,ACTIVE,,POINT (-84.75395 43.60018)
245734408774307912038935600817492347751,CVS Store #04359,CV1,004359,,1285737940,5783 DARROW RD.,CVS Pharmacy,HUDSON,OH,44236,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-81.44024 41.22279)
246380479533222879479034237744092710551,NEERGAARD PHARMACY,CP1,339413,BAAFLU172,1376546820,454 5TH AVENUE,,BROOKLYN,NY,11215,03/26/2022 12:00:00 AM,,,ACTIVE,,POINT (-73.986765 40.668945)
242510027570120201475636178028419772296,Walgreens Store #06205,WG1,006205,,1669487864,2945 PANOLA RD,,LITHONIA,GA,30038,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-84.1723 33.701545)
242515351453252564441547208766886948788,CVS Store #05300,CV1,005300,,1124277884,1000 BERGEN TOWN CENTER,CVS Pharmacy,PARAMUS,NJ,07652,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-74.05657 40.91385)
242510027582448826984066166352073355144,Walgreens Store #05469,WG1,005469,,1063427201,3925 W ELM ST,,MCHENRY,IL,60050,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-88.27499 42.34424)
245734408774549697202858526652433582951,CVS Store #04397,CV1,004397,,1598862096,12550 LOUETTA RD.,CVS Pharmacy,CYPRESS,TX,77429,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-95.613523 29.99704)
245734408773892041556988168381393423207,CVS Store #02401,CV1,002401,,1740389048,1880 OCEAN STREET,CVS Pharmacy,MARSHFIELD,MA,02050,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-70.70453 42.09251)
245734408776512992733912684432156412775,CVS Store #07019,CV1,007019,,1942497250,150 EAST 42ND ST.,CVS Pharmacy,NEW YORK,NY,10017,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-73.93831 40.6522)
245734408770475617190757226333673769831,CVS Store #00750,CV1,000750,,1588769327,875 ENFIELD ST,ENFIELD PLAZA SHOPPES,ENFIELD,CT,06082,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-72.59358 41.998075)
245734408780321109065698766332480867175,CVS Store #17169,CV1,017169,,1699797407,800 BROADVIEW VILLAGE SQ,CVS Pharmacy,BROADVIEW,IL,60155,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-87.85084 41.85512)
245734408774556950757776214427481820007,CVS Store #04401,CV1,004401,,1457454274,5981 FAR HILLS AVENUE,CVS Pharmacy,DAYTON,OH,45429,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-84.15854 39.659405)
245734408763594411425510757071246216039,CVS Store #07654,CV1,007654,,1649373135,2996 E. HWY 501,CVS Pharmacy,CONWAY,SC,29526,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-78.98427 33.77535)
245734408771379893703828968956353989479,CVS Store #02582,CV1,002582,,1407950280,795 BALTIMORE PIKE,CVS Pharmacy,SPRINGFIELD,PA,19064,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-75.33269 39.916625)
250220957640682096863926175745933234623,MCMICKEN INTEGRATED CARE CLINIC,HR2,060698,,None,40 E MCMICKEN AVE,,CINCINNATI,OH,45202,03/23/2022 12:00:00 AM,http://www.cintihealthnetwork.org,513-386-7899,ACTIVE,,POINT (-84.515565 39.11597)
242510027570117783623996948770070359944,Walgreens Store #06204,WG1,006204,,1033124243,7530 ROSWELL RD,,SANDY SPRINGS,GA,30350,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-84.366 33.9604)
245551428033848513716342131238573349407,KING SOOPERS PHARMACY 62000086,KG1,620086,,1871538793,12167 SHERIDAN BLVD,,BROOMFIELD,CO,80020,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,ACTIVE,,POINT (-105.055492 39.91694)
245734408770006553972746750213887773543,CVS Store #00676,CV1,000676,,1811195068,2300 IOWA ST.,CVS Pharmacy,LAWRENCE,KS,66046,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-95.25951 38.9421)
278573684066080559231393901379429486916,HERALD CHRISTIAN HEALTH CENTER,CAA,None,CAA072421,1154901726,"3401 Aerojet Ave.,",,El Monte,CA,91731,03/21/2022 12:00:00 AM,,,ACTIVE,,POINT (-118.0696 34.07007)
245734408778993708515761903498653485927,CVS Store #05796,CV1,005796,,1780828996,2315 W. MERCURY BLVD,CVS Pharmacy,HAMPTON,VA,23666,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-76.408025 37.036875)
246380479530674463851286599443812091543,BALTIMORE HIGHLANDS PHARMACY,CP1,213449,MDA0N1271,1801038690,4109 ANNAPOLIS RD,,BALTIMORE,MD,21227,03/22/2022 12:00:00 AM,,,ACTIVE,,POINT (-76.64053 39.23771)
245734408769382748249825601559739386727,CVS Store #01771,CV1,001771,,1801990783,2322 LAND O LAKES BLVD,CVS Pharmacy,LUTZ,FL,33549,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-82.46516 28.1911)
245734408773693777722571369196741610343,CVS Store #02387,CV1,002387,,1972600468,130 EAST CLEVELAND ROAD,CVS Pharmacy,GRANGER,IN,46530,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-86.177645 41.72434)
245734408776870834776518614667869440871,CVS Store #05463,CV1,005463,,1033217682,9805 ROCKY RIVER RD.,CVS Pharmacy,CHARLOTTE,NC,28215,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-80.671 35.28418)
242510027577243192404805573125788561288,Walgreens Store #03427,WG1,003427,,1770598013,7448 W THUNDERBIRD RD,,PEORIA,AZ,85381,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-112.219392 33.61103)
245734408777492222647800534063668415335,CVS Store #06633,CV1,006633,,1639456502,7496 ROCKFISH RD.,CVS Pharmacy,FAYETTEVILLE,NC,28306,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-79.01563 34.98205)
245734408778135371183835516784612100967,CVS Store #07286,CV1,007286,,1609970482,2469 BAY AREA BLVD,CVS Pharmacy,HOUSTON,TX,77058,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-95.10895 29.57457)
242515351452401480664538509827893800884,CVS Store #00212,CV1,000212,,1962506758,681 RESERVOIR AVENUE,CVS Pharmacy,CRANSTON,RI,02910,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-71.442935 41.780965)
242510027569905012679744774035322072968,Walgreens Store #06664,WG1,006664,ORA134025,1962417956,1840 PORTLAND RD,,NEWBERG,OR,97132,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-122.96186 45.30137)
245734408763434833217321626020185000807,CVS Store #08285,CV1,008285,,1467774463,1010 LAKE ST WEST,CVS Pharmacy,MINNEAPOLIS,MN,55408,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-93.29256 44.94845)
242510027568954796985527675504003018632,Walgreens Store #06000,WG1,006000,INAZ45071,1952318990,22 US HIGHWAY 41,,SCHERERVILLE,IN,46375,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-87.472525 41.52262)
245734408769701904666203863661861817191,CVS Store #02236,CV1,002236,,1649374570,1600 TOWN LAKE PARKWAY,CVS Pharmacy,WOODSTOCK,GA,30189,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-84.54437 34.10649)
245551428033589803590944600595186227743,KING SOOPERS PHARMACY 62000129,KG1,620129,COA009005,1962959569,1891 STATE HIGHWAY 7,,ERIE,CO,80516,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,ACTIVE,,POINT (-105.01029 40.002095)
245734408772929736604574923558327307111,CVS Store #04138,CV1,004138,,1205012085,2720 LOGANVILLE HWY,CVS Pharmacy,LOGANVILLE,GA,30052,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-83.937445 33.88159)
245551428031865875372174139392055220767,KROGER PHARMACY 01400448,KG1,014448,,1427073147,5100 TERRA FIRMA DR,,MASON,OH,45040,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,ACTIVE,,POINT (-84.31539 39.31765)
245734408762820698900957394399434263399,CVS Store #09252,CV1,009252,,1952345209,14672 N FRANK LLOYD WRIGHT,CVS Pharmacy,SCOTTSDALE,AZ,85260,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-111.87721 33.619125)
244921705310021940580324702104171714308,Walmart Pharmacy #4108,WM1,004108,ARA00729T,1154734085,4870 Elm Springs Rd,,Springdale,AR,72762,03/25/2022 12:00:00 AM,https://www.walmarthealth.com/,,ACTIVE,,POINT (-94.18398 36.1956)
244921705307342960964058683853022828292,Walmart Pharmacy #1215,WM1,001215,GAAC02455,1487671806,450 W Belmont Dr,,Calhoun,GA,30701,03/25/2022 12:00:00 AM,https://www.walmarthealth.com/,,ACTIVE,,POINT (-84.9455 34.47933)
245734408763891807177135955848223935335,CVS Store #08381,CV1,008381,,1821192808,5208 E COUNTY RD 466,CVS Pharmacy,THE VILLAGES,FL,32162,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-82.01642 28.92782)
245734408769921929165373726171658341223,CVS Store #00012,CV1,000012,,1710081484,13800 HULL STREET RD.,CVS Pharmacy,MIDLOTHIAN,VA,23112,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-77.65785 37.40804)
245551428031266248165645283321400957471,KROGER PHARMACY 01600842,KG1,016842,OHA061111,1902821614,5965 HOOVER RD,,GROVE CITY,OH,43123,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,ACTIVE,,POINT (-83.074805 39.841025)
242515351452406316367816968344592625588,CVS Store #00233,CV1,000233,,1275851271,3930 WEST CHESTER PIKE,CVS Pharmacy,NEWTOWN SQUARE,PA,19073,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-75.41321 39.98569)
242510027583517517408605498542513614728,Walgreens Store #05280,WG1,005280,WIA778463,1710992870,950 S KOELLER ST,,OSHKOSH,WI,54902,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-88.57918 44.01021)
245734408770064582412088252414273669991,CVS Store #01458,CV1,001458,,1053415992,12001 COASTAL HIGHWAY,CVS Pharmacy,OCEAN CITY,MD,21842,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-75.05652 38.426145)
245734408778834130307572772447592270695,CVS Store #07396,CV1,007396,,1255434791,1010 HWY 17 NORTH,CVS Pharmacy,NORTH MYRTLE BEACH,SC,29582,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-78.88019 33.695145)
242515351454630739875907886026051989428,CVS Store #07162,CV1,007162,,1770687501,1003 RICHMOND AVE.,CVS Pharmacy,HOUSTON,TX,77006,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-95.391507 29.733845)
245734408768343072044957020469492075367,CVS Store #00392,CV1,000392,,1679876296,11458 KINGS HIGHWAY,CVS Pharmacy,KING GEORGE,VA,22485,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-77.14956 38.238115)
245734408760499561327297306383998405479,CVS Store #09263,CV1,009263,,1912948886,511 W. CORDOVA RD.,CVS Pharmacy,SANTA FE,NM,87505,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-105.94986 35.6732)
250220957640099394618871924483724857791,Community Hlth Care River Dr Clinic,HR2,F82003,,None,500 W River Dr,,Davenport,IA,52801,03/25/2022 12:00:00 AM,http://www.davchc.com,563-336-3000,ACTIVE,,POINT (-90.58062 41.52101)
245734408775741698060998551018693872487,CVS Store #05814,CV1,005814,,1104920099,9950 E. GUADALUPE RD.,CVS Pharmacy,MESA,AZ,85212,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-111.61953 33.36505)
245734408761152381269889206138339740519,CVS Store #08895,CV1,008895,,1891730792,775 E. FOOTHILL BOULEVARD,CVS Pharmacy,POMONA,CA,91767,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-117.73732 34.10719)
245734408770330546092403470832709028711,CVS Store #01905,CV1,001905,,1366546038,134 WEST BROAD STREET,CVS Pharmacy,FALLS CHURCH,VA,22046,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-77.171925 38.883175)
245734408778033821414987887933936782183,CVS Store #05637,CV1,005637,,1891898649,736 HWY 78 WEST,CVS Pharmacy,VILLA RICA,GA,30180,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-84.94075 33.72985)
245551428031742564938573447216235190815,KROGER PHARMACY 01400907,KG1,014907,,1124052923,10477 HARRISON AVE,,HARRISON,OH,45030,03/25/2022 12:00:00 AM,https://www.kroger.com/health/clinic,,ACTIVE,,POINT (-84.7896 39.24863)
250220957640563622133603942086812029375,JVCHC - Tampa,HR2,077105,,1366533937,440 E. Tampa Ave,,Springfield,MO,65806,03/25/2022 12:00:00 AM,http://www.jordanvalley.org,417-831-0150,ACTIVE,,POINT (-93.288283 37.21336)
251610473974024693745420332524307614481,TrueCare,HR2,C10587,,None,150 VALPREDA RD,,San Marcos,CA,92069,03/25/2022 12:00:00 AM,http://www.nchs-health.org,760-736-6767,ACTIVE,,POINT (-117.15709 33.14021)
245734408770603763327636377026192624487,CVS Store #01958,CV1,001958,,1811091572,55 COLD SPRING ROAD,CVS Pharmacy,SYOSSET,NY,11791,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-73.500645 40.82672)
242510027579515972945681075974236172168,Walgreens Store #02975,WG1,002975,,1770598070,15602 N DALE MABRY HWY,,TAMPA,FL,33618,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-82.50225 28.0947)
245734408760881581886295529203205557095,CVS Store #07841,CV1,007841,,1730283623,4365 N ORACLE RD,CVS Pharmacy,TUCSON,AZ,85705,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-110.97881 32.28613)
242510027581931406733271105065299111816,Walgreens Store #05485,WG1,005485,,1851306054,2779 COBB PKWY NW,,KENNESAW,GA,30152,03/25/2022 12:00:00 AM,https://www.walgreens.com/findcare/services,,ACTIVE,,POINT (-84.624725 34.021095)
245734408773135253993909410518027357031,CVS Store #04160,CV1,004160,,1386847614,6381 ZEBULON RD.,CVS Pharmacy,MACON,GA,31220,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-83.77336 32.88062)
245734408776087450845408334962659838823,CVS Store #06394,CV1,006394,,1134222839,"330 FRANKLIN ROAD, SUITE 302",CVS Pharmacy,BRENTWOOD,TN,37027,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-86.790298 36.025035)
242515351452075070693242559950723133364,CVS Store #07588,CV1,007588,,1669575353,612 MERRIMON AVE.,CVS Pharmacy,ASHEVILLE,NC,28804,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-82.55484 35.61977)
250220957640147751651656509650713104831,CMCIA D/B/A JHCHC MAIN SITE,HR2,C48102,,None,3502 W Northside Dr,,Jackson,MS,39213,03/25/2022 12:00:00 AM,http://www.jackson-hinds.com,601-362-5321 x1223,ACTIVE,,POINT (-90.23398 32.35677)
245734408776334071712609719314299898727,CVS Store #06435,CV1,006435,,1053414763,4402 LEBANON RD.,CVS Pharmacy,HERMITAGE,TN,37076,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-86.60373 36.21505)
242515351452660190789936040471280922548,CVS Store #04521,CV1,004521,,1093974529,22700 W. 55TH TERRACE,CVS Pharmacy,SHAWNEE,KS,66226,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-94.84907 39.02845)
245734408776251864756875924530419878759,CVS Store #05892,CV1,005892,,1942305784,5050 W. BASELINE RD.,CVS Pharmacy,LAVEEN,AZ,85339,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-112.167535 33.378185)
278564857995636800294094250858743730903,NL EASTERN MAINE MEDICAL CENTER,MEA,None,MEA001445,None,489 State st,,Bangor,ME,04401,03/25/2022 12:00:00 AM,,,ACTIVE,,POINT (-68.75085 44.80856)
245734408773901712963545085414791072615,CVS Store #02407,CV1,002407,,1275637100,4385 HEREFORD FARM ROAD,CVS Pharmacy,EVANS,GA,30809,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-82.13084 33.53416)
245734408771626514571030353307994049383,CVS Store #02688,CV1,002688,,1821192618,55 PARK AVE.,CVS Pharmacy,COLLEGEVILLE,PA,19426,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-75.45668 40.18005)
245734408780105920269807362339383167847,CVS Store #17128,CV1,017128,,1851313563,7300 191ST ST,CVS Pharmacy,TINLEY PARK,IL,60487,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-87.79543 41.54568)
245734408766348344442592882331226884967,CVS Store #16427,CV1,016427,,1730101486,4390 MONTGOMERY RD,CVS Pharmacy,ELLICOTT CITY,MD,21043,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-76.81728 39.24996)
250220957639758477537740599056457716159,Susquehanna Comm Hlth + Dent Clinic,HR2,041006,,None,471 Hepburn Street,,Williamsport,PA,17701,03/21/2022 12:00:00 AM,http://www.aimhealthy.org,570-567-5400,ACTIVE,,POINT (-77.0079 41.24237)
245734408771391982962025115248101051239,CVS Store #02587,CV1,002587,,1538263363,27713 LORAIN RD.,CVS Pharmacy,NORTH OLMSTED,OH,44070,03/25/2022 12:00:00 AM,https://www.cvs.com/coronavirus,,ACTIVE,,POINT (-81.929015 41.412405)
