2022-02-16T08-11-48,58421,CARRINGTON HLTH CENTER,,,0,5,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,58421,CARRINGTON HLTH CENTER,,,0,5,02/14/2022 12:00:00 AM
