2022-01-12T08-07-48,78957,ASCENSION SETON SMITHVILLE,01/09/2022 12:00:00 AM,,24,,
2022-01-13T10-07-11,78957,ASCENSION SETON SMITHVILLE,01/09/2022 12:00:00 AM,,24,,
2022-01-14T15-37-26,78957,ASCENSION SETON SMITHVILLE,01/12/2022 12:00:00 AM,,48,,
