2021-12-28T13-50-20,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,12/21/2021 12:00:00 AM,,,,
2021-12-28T15-07-00,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,12/21/2021 12:00:00 AM,,,,
2021-12-29T09-02-14,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,12/21/2021 12:00:00 AM,,,,
2021-12-30T09-20-52,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,12/21/2021 12:00:00 AM,12/24/2021 12:00:00 AM,,,
2022-01-03T16-32-58,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,,
2022-01-04T16-56-44,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,01/03/2022 12:00:00 AM,,48,,
2022-01-04T16-56-44,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,01/03/2022 12:00:00 AM,12/28/2021 12:00:00 AM,48,,
2022-01-04T18-34-57,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,01/03/2022 12:00:00 AM,,48,,
2022-01-04T18-34-57,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,01/03/2022 12:00:00 AM,12/28/2021 12:00:00 AM,48,,
2022-01-05T18-07-41,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,01/03/2022 12:00:00 AM,12/28/2021 12:00:00 AM,48,,
2022-01-05T18-07-41,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,01/03/2022 12:00:00 AM,,48,,
2022-01-07T08-09-36,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,01/03/2022 12:00:00 AM,,48,,
2022-01-10T10-10-35,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,01/03/2022 12:00:00 AM,12/28/2021 12:00:00 AM,48,,
2022-01-11T08-35-31,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,01/03/2022 12:00:00 AM,,48,,
2022-01-12T08-07-48,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,01/03/2022 12:00:00 AM,,48,,
2022-01-13T10-07-11,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,01/03/2022 12:00:00 AM,01/11/2022 12:00:00 AM,48,,
2022-01-14T15-37-26,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,01/03/2022 12:00:00 AM,01/11/2022 12:00:00 AM,48,,
2022-01-19T08-05-28,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,01/14/2022 12:00:00 AM,,72,,
2022-01-21T18-08-01,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,01/14/2022 12:00:00 AM,,72,,
2022-01-24T09-15-30,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,01/14/2022 12:00:00 AM,,72,,
2022-01-25T09-23-26,53097,COLUMBIA ST. MARYS - OZAUKEE CAMPUS,01/14/2022 12:00:00 AM,01/21/2022 12:00:00 AM,120,,
