2022-02-18T16-04-21,60644,LORETTO HOSPITAL,02/17/2022 12:00:00 AM,,48,0,02/16/2022 12:00:00 AM
2022-02-24T09-51-18,60644,LORETTO HOSPITAL,02/17/2022 12:00:00 AM,,48,48,02/22/2022 12:00:00 AM
