2022-01-13T10-07-11,79925,DEL SOL MEDICAL CENTER,01/09/2022 12:00:00 AM,,24,,
2022-01-14T15-37-26,79925,DEL SOL MEDICAL CENTER,01/12/2022 12:00:00 AM,,48,,
