2022-02-16T08-11-48,58072,CHI MERCY HEALTH - VC,,,0,5,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,58072,CHI MERCY HEALTH - VC,,,0,5,02/15/2022 12:00:00 AM
