2022-01-13T10-07-11,80026,SCL GOOD SAMARITAN MEDICAL CENTER,01/07/2022 12:00:00 AM,,96,,
2022-01-14T15-37-26,80026,SCL GOOD SAMARITAN MEDICAL CENTER,01/07/2022 12:00:00 AM,,96,,
