2022-01-13T10-07-11,02920,RHODE ISLAND DEPT. OF CORRECTIONS,01/11/2022 12:00:00 AM,,48,,
2022-01-14T15-37-26,02920,RHODE ISLAND DEPT. OF CORRECTIONS,01/11/2022 12:00:00 AM,,48,,
